Geneid,PD_117_R10_S05#,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R14_S05#,PD_117_R15_S05#,PD_117_R16_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_117_R8_S05#1,PD_117_R9_S05#1
b0520,-0.0420099413333328,0.6509400426666669,0.4515093416666671,0.491945370666667,0.7187805096666668,0.17849045366666694,0.2213294656666669,0.23717282466666711,-0.2967553043333331,0.059582479666667076,-0.12965662333333294,-0.0633188993333329
b0521,0.1535645699999999,0.1549668529999999,0.17411450700000008,0.397537861,0.034707402,0.30008882800000025,0.37207723700000006,-0.03227383699999997,-0.14975720199999998,0.18203103899999995,-0.146933376,-0.15698067699999996
b0522,-0.10383683066666727,0.6215922593333332,0.5938353153333331,0.5308872383333334,0.4867023003333326,0.8729984283333332,0.937935076333333,0.06802628733333282,-0.0698633226666674,0.0018370353333327927,0.07771453233333325,0.004938096333333419
b0523,0.40178341533333395,0.7175212733333343,0.4161618443333346,0.46841035033333434,0.8616293293333346,1.139822625333335,1.1806496903333334,0.0032883843333344487,-0.001047061666666238,-0.002241322666665546,0.35477569833333433,0.24668643333333407
b0524,0.2615539406666674,-0.3179259333333331,-0.30248083733333253,-0.5501929413333331,-0.47233700633333253,-0.21476234533333294,-0.06016336833333291,0.06456774466666726,-0.07000068433333251,0.005432939666667025,0.15077036366666707,0.23603360066666745
b0525,0.2959308216666674,-0.38585719233333293,-0.34556935133333333,-0.2761114023333331,-0.23408384233333202,-0.15789282233333246,-0.23773039633333326,-0.002390203333332508,0.007122879666667359,-0.004732676333333075,0.18478494666666734,0.14527945166666711
b0526,0.30329524600000113,0.11952474500000054,0.2422386560000005,0.16482199000000097,0.5279844540000012,0.4874579680000011,0.6649361810000007,0.03497561300000118,0.0018020360000008395,-0.03677764899999936,0.18101774100000068,0.2908502910000008
b0527,-0.12090367366666621,0.11706974733333375,-0.1479218396666666,-0.35857985366666645,0.1104730203333335,0.04435247533333353,0.3344068243333336,-0.09271616766666657,0.40858719533333376,-0.3158710276666663,0.1923487313333334,0.0651852763333336
b0528,0.26060900400000087,-0.34365539099999953,-0.045128427999999055,-0.0661056079999991,-0.13534144399999892,0.10654576900000112,0.1936063310000007,-0.07756653599999908,-0.05410162499999949,0.13166816100000123,0.22162630700000108,0.14783247800000066
b0529,0.24501077200000054,0.18323624800000005,-0.07061545299999938,0.09691443200000016,0.3383124689999999,0.5019398089999996,0.4922137650000007,-0.03300602299999955,0.02294394800000088,0.010062075000000448,0.2764451510000008,0.16684138100000023
b0530,0.5890529200000001,-0.3112285670000001,0.0015648739999998273,-0.10716319100000016,0.04217457099999988,-0.25602634,-0.1736138530000002,0.017034563999999808,0.012519221999999885,-0.029553786000000137,-0.061061224000000136,0.3988503189999999
b0531,-0.047132346333333325,-0.21265766033333333,-0.21265766033333333,-0.029871008333333338,-0.21265766033333333,0.13141157966666667,-0.029090812333333327,0.09752402866666665,-0.04989557033333333,-0.04762845833333332,-0.21265766033333333,-0.04487925533333334
b0532,0.0741665066666668,0.3108595076666667,0.11753130266666689,0.10500161066666669,0.24201096266666688,0.28416861466666665,0.3988134436666666,-0.0456713053333333,0.08075965966666687,-0.03508835433333313,-0.18373504133333318,0.050190250666666714
b0533,0.4613395616666667,0.7388128496666666,0.20044051466666668,0.5403218646666668,-0.08685447833333332,0.09155913166666674,0.18059228066666666,-0.13840419833333328,0.18400272266666673,-0.045598524333333335,0.05170957766666673,0.3435952486666667
b0534,0.6385805643333333,0.49104775933333333,0.34187270633333333,0.4695633783333333,0.48547931833333324,0.8711979283333333,-0.0919043076666668,0.1926467643333334,0.10253291733333336,-0.29517968166666675,0.31029074833333326,0.30080783033333325
b0535,0.6055122620000002,-0.29325694999999974,-0.13578648999999987,-0.5509219659999998,0.19412000500000004,0.1207953020000001,0.2824009510000003,-0.0021712549999999275,-0.0065655809999998205,0.008736836000000192,0.13938648200000014,0.22365511000000038
b0537,0.22094911033333364,-0.177608912666666,0.047524053333334315,0.10738459433333425,0.08977416833333418,-0.06991336166666606,0.024680966333334275,-0.0034332126666658525,0.014883694333334141,-0.011450481666665624,0.18494395933333418,0.24943130033333372
b4633,-0.4916662246666663,0.38128795033333374,-0.8157226636666663,-0.044077594666666275,-0.3750179666666664,-0.6034555216666664,-0.8433595266666662,-0.3277049566666663,0.09627051133333353,0.23143444533333346,0.012773901333333448,-1.2027790006666663
b0539,-0.044362702333333726,0.26207191966666654,-0.5960779023333336,-0.18352988433333373,0.8456780226666663,0.6683120696666665,0.3802649326666665,0.2900136336666663,-0.5292916733333337,0.2392780396666665,-0.01544678233333352,0.32483667766666624
b0542,-0.0748105463333335,-0.2079791283333332,-0.02170276633333401,-0.21572178333333358,0.33164957666666606,0.21468067466666607,0.1448154336666665,0.1442938336666666,-0.08224515233333385,-0.06204868133333363,0.41386383466666654,0.18308825866666645
