Geneid,PD_117_R10_S05#,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R14_S05#,PD_117_R15_S05#,PD_117_R16_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_117_R8_S05#1,PD_117_R9_S05#1
b1147,0.68162935,2.030009771,1.782728804,1.32756168,2.651340663,1.878113923,2.127739154,0.532908492,0.800422463,0.679905257,0.8265297,0.940345439
b1148,0.803710229,2.603227278,2.326980271,2.509475033,2.300656852,2.701728566,2.988141027,0.985997439,0.573647879,1.162660821,0.818713384,1.006080134
b1149,0.086222646,0.188749537,0.0,0.185043848,0.502880611,0.563189743,0.095906607,0.085091458,0.084744415,0.085957146,0.0,0.0
b4692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1150,1.251667475,0.606384549,0.615034759,1.341719298,1.847177096,1.604003586,2.029634756,1.240317521,1.70544973,1.720120773,0.557440479,0.55289495
b1151,1.276174264,2.272716738,2.09888307,2.056483358,2.205025985,1.90934663,2.575189096,1.366303466,1.362590192,1.37552853,1.496181286,1.288335912
b1152,0.802931973,1.87016041,2.025300287,1.848068632,2.239326909,1.747023526,1.346788826,1.582010676,1.300414483,1.184268934,1.063372617,0.720250953
b1153,0.782487802,1.484254907,0.998385249,1.189089579,0.98202233,1.461947735,1.382602917,1.095307089,0.771786589,0.654663142,1.219024773,0.908100298
b1154,1.30512428,0.684391937,1.160484789,0.531813081,1.14236799,1.222305298,1.627419528,1.293474195,0.838529562,1.302397518,1.735124511,1.236707416
b1155,2.909227539,2.548337488,2.019611043,1.977951289,1.994856847,2.46162814,2.34719665,2.589497456,2.378001985,2.553023062,2.635090474,2.415548959
b1156,2.211858052,1.822452336,1.704259853,1.800642364,1.998574441,2.328807044,2.292341601,1.909444433,1.54673271,1.920496433,1.586861451,2.271075788
b1157,0.393728301,1.048394886,0.9303893,1.150686864,1.044326894,1.148287957,1.365107073,0.207608625,1.055790962,1.170665773,0.850927138,1.282373731
b1158,1.146935128,1.616905574,1.365996931,1.124739581,0.892680866,0.880295255,1.128285832,0.924872887,1.22781226,0.932010645,1.262836649,1.158298388
b1159,4.466840701,3.704514795,3.552295044,3.713882485,4.291587945,4.029462991,4.088331229,4.204746421,3.943863996,4.163305809,4.418736018,4.446444132
b4519,2.193546917,1.962424073,1.981098362,1.70895843,2.488049382,2.46591553,1.097463274,2.330475917,1.002304659,2.189966813,1.854213891,1.843933341
b1160,0.333462794,0.0,0.0,0.0,0.0,0.365172246,0.367619391,0.0,0.0,0.0,0.0,0.0
b4738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1161,1.028665652,0.959221423,0.310575283,0.75990666,1.743205349,1.385706157,2.087628177,1.018694119,0.494374736,1.166204291,1.435601442,0.882922515
b1162,7.736327454,7.967710874,7.718233439,7.719179018,7.876981818,7.880875748,7.905719007,7.556359873,7.480794819,7.434488603,7.596589043,7.528713351
b1163,6.674446133,7.092147644,6.983396625,6.944655469,7.023851817,7.105114665,7.087424236,6.414111725,6.52718571,6.361278416,6.48987688,6.526345548
b1164,5.219553712,5.34104043,5.115145837,5.282311322,5.877087893,5.716548116,5.660920325,5.306538221,5.2352485,4.728686327,5.093445953,5.456583887
b1165,4.240275484,3.121768377,3.673482532,3.581614432,4.147165672,4.177296792,3.951070517,3.686305521,4.093196418,3.665626461,3.898330308,4.110965361
b1166,4.01312783,1.810045639,2.609027246,3.063900584,3.021920828,3.565025499,3.617033544,3.325851934,3.675716201,3.586057914,3.329346883,3.490967777
b1167,3.134586625,1.545872736,1.357698887,1.702913238,2.66588229,1.999402752,2.736512915,2.323496044,2.659503413,2.677294132,2.785102437,2.772945152
b1168,2.932428071,1.588556413,1.411244209,1.538075272,1.283928934,1.268090042,1.034858589,2.81833782,2.857045293,2.627631191,2.723984416,2.897084517
b4520,0.469581785,1.207690597,0.530279973,0.513416645,1.664889562,1.646472749,1.653907552,1.096620636,1.32864546,0.821282049,1.365409245,0.475349563
b4491,3.167684295,3.026590102,3.048601915,2.79468148,3.118421825,3.052294413,2.836595943,3.140020637,3.022578671,3.024335166,3.007310581,3.018035418
b1171,4.094598551,4.056988992,4.201070671,4.077647186,4.049577447,3.654748766,3.632013611,4.453131221,3.98159358,4.364307991,3.94350017,3.661571132
b1172,2.143681834,2.112846445,2.30674926,2.621791076,1.550538166,1.991147544,2.094464601,2.27932495,2.344321726,2.824927485,1.585665391,1.797955549
b4593,0.0,0.63176723,0.640705309,0.0,0.628975462,1.051499877,0.623317666,1.760561357,0.964441488,0.974772497,0.0,1.306582589
b4594,2.20904817,0.0,0.0,1.004696181,1.016083316,0.586634179,1.331501333,1.880120745,1.475015607,1.488568291,0.549963489,0.545468115
b4521,3.061339963,3.223077134,3.062242484,2.912780544,2.644270704,2.48849333,2.810169775,3.044081229,3.563970662,3.217343381,3.464197864,3.349442865
b1174,8.184814396,8.479488467,8.543043199,8.537487607,8.85342466,8.656975639,8.659088329,8.451002217,8.342589097,8.369136453,8.29279066,8.348277927
b1175,8.822152718,9.037499239,9.030192783,9.025026132,9.152423827,9.033680533,9.041407486,8.744955329,8.818802442,8.796953479,8.783784122,8.711076176
b1176,9.034583771,9.163748391,8.980597958,9.041286203,9.324905024,9.245710072,9.19740945,8.675258871,8.644550695,8.58766192,8.826216294,8.836638266
b1177,6.326033119,6.829173275,6.744773399,6.583080109,6.824639713,6.734209785,6.745018732,6.046442592,5.94389491,5.90563953,6.167416974,6.105659848
b1178,7.853796886,5.08991846,5.320526033,5.317819905,5.397674921,5.296619265,5.237407691,8.266885997,8.171970344,8.285746179,7.575938694,7.702426104
b1179,7.857066822,7.571116298,7.492604973,7.432583172,7.534144825,7.713610484,7.412548931,7.582147487,7.621316514,7.612338403,7.712787185,7.608757907
b1180,6.959312959,6.757490165,6.799607735,6.808015326,6.974566488,6.738316578,6.859446573,6.947227987,6.960218503,6.906614977,6.987986836,6.997454425
b1181,6.865637347,7.099785791,7.120308675,7.178456291,6.845739097,6.906617953,6.875540579,6.925187402,6.817429645,6.779891505,6.816615291,6.669878689
b1182,3.175861009,3.130524632,2.56236719,3.086209871,2.535047999,2.405391034,2.715384082,3.41414129,3.345641496,3.440070467,3.236200755,3.374518689
b1183,4.205705593,4.857931532,4.433926939,4.734998709,4.744636142,4.778295317,4.561475507,3.853632547,4.45206855,4.052850147,4.329997193,3.930198835
b1184,3.065137551,3.849049101,3.721261187,3.751260856,3.795748413,3.83161093,3.757319139,3.230099403,3.2246764,3.128159583,3.386025314,3.161432943
b1185,6.94267044,6.488072688,6.474734712,6.460807433,6.488928935,6.493542626,6.625719442,6.968988411,6.813047113,6.845923125,6.954765378,7.008948434
b1186,6.402507359,6.636021774,6.475861713,6.636085268,6.629113734,6.705562798,6.643443076,6.282819567,6.278822398,6.241657896,6.404940744,6.381318586
b1187,7.733339331,7.467134859,7.499618327,7.27062761,7.720057068,7.473027978,7.453026144,7.610224994,7.553001647,7.605449921,7.779913672,7.795344185
b1188,8.820315106,7.355562876,7.409305737,7.516841146,7.682110762,7.020982918,6.994127383,8.913708152,8.950944697,8.904511898,8.619566333,8.71470542
b1189,8.055344239,9.684041062,9.834838875,9.82681574,10.09221254,9.744971037,9.607402677,7.612011206,7.558487539,7.592594808,8.188342657,8.178099165
b1190,7.13416376,8.884216986,8.973986874,8.938719977,9.087667992,8.907386568,8.842763216,6.831780647,6.734482908,6.793630651,7.286676322,7.15870549
b4740,3.553099874,5.248839615,5.200276463,5.236814382,5.327425396,5.588540843,5.225519141,3.374422299,4.106699625,3.443666227,4.020743472,3.889995093
b1191,5.129330196,5.473378277,5.446928533,5.357065352,5.699437474,5.625098898,5.721174641,4.518195589,4.568511358,4.594525492,4.89342653,4.808000047
b1192,6.206202159,6.098013881,6.003455484,5.951162619,5.961431988,5.963467276,5.962363751,6.168744423,6.164578053,6.07187418,6.136138707,6.12211148
b1193,6.584796165,6.006049221,6.079017666,6.014085415,5.915294632,5.914525046,6.206109176,6.516993869,6.469759852,6.584392764,6.545003469,6.617599114
b1194,2.389899769,2.403957677,2.592047623,2.666515658,2.037319376,1.659240499,1.9315173,2.171667563,2.2715838,2.321705752,2.250308872,2.2031016
b1195,6.925935878,5.657935819,5.475432434,5.789949487,5.327425396,4.884891051,4.684057552,7.374360572,7.253340155,7.389310779,6.863226665,6.886380319
b1196,3.617261196,3.138257611,3.08749496,2.607443526,3.095323657,2.835301102,2.756395245,3.216056759,3.452420026,3.258485374,3.556388435,3.309584474
b1197,6.806012342,6.217658841,6.210375962,6.426374766,6.266593944,5.792105978,5.720363545,6.902070453,7.006271362,6.909288871,6.87660737,6.818784204
b1198,5.222518898,5.934673427,5.865754241,5.720216205,8.69945442,8.388433701,8.35969814,5.177974078,5.136630476,5.229483223,5.219272955,5.376239837
b1199,5.823621401,6.237663029,5.968717867,5.924634405,8.910590495,8.04044731,8.058569925,5.66569552,5.718242498,5.731770106,5.975112161,5.970458777
b1200,6.332882834,6.471687401,6.367507396,6.412224967,9.579921624,8.716478717,8.570284301,6.214459733,6.317329084,6.236818523,6.40624284,6.41664474
b1201,4.058786652,3.980857853,3.924759197,3.833994423,4.000507111,4.053330127,4.092866303,4.047919218,4.034646481,3.755965349,3.98504998,3.925979995
b1202,3.850493528,4.324421785,4.248792231,4.106113792,4.412113283,4.533528663,4.529706243,3.617412862,3.704168999,3.65825436,3.960333696,3.87559455
b1203,7.046142483,7.137707674,7.207635781,7.167158288,7.021891158,7.155056048,7.309859397,6.724216969,6.583313819,6.645798856,7.019681905,6.872162685
b1204,6.636754001,6.674728563,6.538545382,6.534284378,6.598392635,6.731835152,6.667072092,6.401545797,6.250280567,6.349406486,6.609416713,6.690233151
b1205,11.57404221,11.56228059,11.54065132,11.52244351,11.14093497,10.81236137,10.39348045,11.29494014,11.22343708,11.15805362,11.47609398,11.41473123
b1206,4.793357479,5.420475091,5.337493437,5.315983878,5.379814365,5.571392722,5.587123281,4.899278462,4.814783854,4.812230183,4.83221131,4.91164787
b1207,9.796493647,9.882725397,9.823184974,9.848401236,9.646379244,9.85251218,9.877171797,9.691207057,9.681926614,9.673892321,9.66348468,9.706122576
b1208,8.626655704,8.99658189,8.871416062,8.810688826,8.807967824,8.890984984,8.881423591,8.429886466,8.40286903,8.384035434,8.43652335,8.36686327
b1209,7.495363714,7.788014855,7.684378769,7.741565833,7.904647579,8.0406881,8.015885534,7.335375275,7.3482542,7.404046526,7.330024585,7.381344417
b1210,6.50164762,6.922740033,6.825921922,6.76395488,7.186935756,7.259954349,7.345690443,6.120319226,6.042655824,6.121364659,6.52220744,6.471018115
b1211,5.418711224,6.39201575,6.442342322,6.366425165,6.74699902,6.919299072,6.973626508,5.313074752,5.396242509,5.302447134,5.514458016,5.542671436
b1212,4.473416381,5.283347358,5.037560754,4.993920403,5.499407632,5.865228627,5.781526494,4.057098291,4.143380614,4.122184316,4.325004014,4.340966956
b1213,6.410013261,6.579440676,6.373902207,6.658745901,6.549448611,6.657818194,6.744626223,5.990931447,6.10457895,6.038938372,5.990805855,6.068477147
b1214,7.426251615,7.740203588,7.773094617,7.673561025,7.971091335,7.964991085,8.033884184,7.459000001,7.392834712,7.508868108,7.508989845,7.451141815
b1215,8.34384524,8.926366469,8.853283104,8.8325561,9.09639409,9.13534959,9.184103022,8.324719813,8.280102728,8.269809236,8.236162175,8.241646999
b4419,4.822912742,1.87016041,2.679096785,2.821115117,1.465105237,2.628688973,2.826734215,3.892598571,4.219216742,4.353372616,4.152434336,4.003211767
b4421,2.042787679,1.87016041,2.202584499,0.900510436,1.465105237,0.898484057,1.454877256,2.67512534,1.340655026,1.353467783,2.069282681,2.058455722
b4423,2.691694148,2.183002518,1.486207754,1.450724387,0.911053429,1.447955972,0.903552136,3.355405035,3.114919033,2.68782119,2.534850813,3.391796019
b1216,5.946781953,6.624838192,6.470062937,6.445010366,6.628410723,6.801291247,6.781070996,5.576744947,5.48380926,5.51411704,5.705757489,5.837967926
b1217,6.311348387,5.776221021,5.733912028,5.799736588,5.310800267,5.07569581,5.382199336,6.748186713,6.766114493,7.027127599,6.490708018,6.52380631
b1218,7.152444815,7.305114056,7.378088621,7.232858636,7.214765174,7.251553116,7.323295967,7.453076675,7.373422922,7.402662246,7.330708698,7.318787984
b1219,8.762066825,8.707341792,8.813895023,8.630505025,8.581020545,8.219681968,8.219027894,8.643475895,8.515524792,8.586403579,8.660956815,8.630155028
b1220,4.635524153,5.334107164,5.161819831,5.127356967,5.569432539,5.477384378,5.432839689,4.518856249,4.4517892,4.407921063,4.744220557,4.740477236
b1221,6.029468267,6.693609856,6.642783088,6.77936539,6.714174302,6.632231957,6.793383549,5.942873945,5.81839373,6.01635495,5.84834588,5.867182033
b1222,5.103565119,5.604965975,5.52823311,5.557655195,5.578193991,5.550185746,5.635655946,4.937664989,4.993581657,4.936890007,5.005605304,4.974464601
b1223,1.695740752,2.007927483,1.694374211,1.883558387,1.977190794,2.385069706,1.989965218,2.269415926,1.923897302,2.090173571,2.200497131,2.150001155
b1224,2.453672306,3.013183647,3.1786916,3.12524306,3.268265092,3.296289081,3.462187536,2.16518295,2.290013137,2.461724125,2.45217831,2.422242915
b1225,2.951124282,3.898732289,3.622319532,3.718589593,3.848704831,3.872216313,3.882384886,3.079397131,3.163352392,3.129117196,3.001888957,3.039022167
b1226,3.179155264,3.825562864,3.889398031,3.527617195,3.659341384,3.820246766,3.500259171,2.937919281,2.887966289,3.036567126,3.229029766,3.079415412
b1227,3.182241917,3.618354555,3.502180069,3.357579346,3.19126697,3.447639627,3.629076268,3.349633619,2.75217334,3.273649526,3.30908545,3.180716477
b1228,0.38433438,0.759411292,0.769721866,0.421321641,0.756188817,0.745243382,0.0,0.379768885,0.67783531,0.685786251,0.954706507,1.514982355
b1229,0.953170468,2.392089762,1.660754897,2.042719544,2.059876104,3.04587839,1.031959333,0.0,1.910269503,1.519193185,0.970142336,0.0
b1232,6.733879577,7.325025976,7.218609659,7.248059948,7.551215272,7.817740992,7.753782061,6.360030333,6.475201812,6.398932951,6.668881435,6.607575889
b1233,6.776941818,7.290891262,7.151311702,7.159257628,7.583396996,7.594995404,7.587527749,6.652350589,6.574462475,6.545358338,6.816333954,6.633920273
b1234,6.996112526,6.539445528,6.492077201,6.55438215,6.689603638,6.60909987,6.551308236,7.0201171,7.019181795,7.129757564,7.095473793,7.089365033
b1235,7.424826082,7.294157785,7.283080592,7.200978383,7.21708723,7.158113858,7.065874837,7.548630604,7.533086864,7.495696864,7.47270545,7.389163471
b1236,7.76495886,7.880508212,7.930365464,7.852713367,7.934416274,7.956668074,8.00694018,7.789616356,7.798990071,7.812318954,7.840897804,7.845723393
b1237,11.19898013,10.68327619,10.92013552,10.89146693,10.99601083,10.99684181,11.15827936,11.22569536,11.09963739,11.11586835,11.1227761,11.19137494
b1238,6.065723633,6.176283147,6.078655341,6.099172407,6.364426342,6.514979129,6.570340695,5.807485933,5.794578372,5.565005666,6.018522071,5.864280847
b4573,4.092650391,3.785566102,3.76346327,3.811920638,3.854239648,3.911244642,3.941258851,4.238992492,4.361815614,4.355756932,4.052094976,3.996289875
b1241,9.698833773,10.26127835,10.14677846,10.29984833,10.34248039,10.40254587,10.3329237,9.692399686,9.782338545,9.74029728,9.626315335,9.662039905
b1242,4.669208607,5.432847015,5.222285769,5.393177499,5.359627323,5.368941385,5.46738015,4.42771904,4.607218336,4.334960754,4.547046086,4.533427153
b4711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1243,9.371360254,10.42815276,10.42106857,10.51440139,10.58079364,10.77748167,10.73680898,8.766221036,8.906084092,8.847194602,9.343445949,9.302684935
b1244,5.960931572,7.658001432,7.60603018,7.633574514,7.866635716,8.188898123,8.11889416,5.702572585,6.04572228,5.987855985,6.240285031,6.252820666
b1245,6.3978748,7.686437331,7.613073181,7.630075717,7.785737941,8.10874627,8.094721503,5.995815501,6.085790438,5.975040058,6.328790102,6.426193352
b1246,6.219802079,7.749658903,7.683284919,7.771435947,7.792115513,8.096449762,8.146563812,5.980247009,6.161933004,6.055586232,6.341615587,6.411380132
b1247,6.749992326,8.024177308,7.920176025,7.952081205,8.142924881,8.159326169,8.25350232,6.503488109,6.628140263,6.561124105,6.734236733,6.798280263
b1248,7.415983708,7.266507134,7.29953194,6.975086633,7.013695421,7.037492701,6.845215519,7.415755591,7.370899987,7.39406948,7.60400066,7.412593398
b1249,6.772124091,6.840489452,6.694074303,6.770173082,6.846608171,6.748808606,6.661217133,6.734298496,6.768569776,6.725883391,6.835337553,6.760256528
b4595,6.38049132,7.383164064,7.668112097,7.264751567,7.271995658,7.334194547,7.219878047,6.369463677,6.047987536,6.047884267,6.011107715,6.051531924
b1250,5.089813243,4.770997375,4.716452233,4.588906636,4.875717586,4.721232367,4.767917548,4.816294938,4.82730746,4.94499289,4.714832185,4.905240159
b1251,8.570886294,8.475990153,8.35852296,8.284295659,8.504191055,8.355241117,8.405716236,8.587448271,8.749615579,8.663083185,8.689310794,8.578512536
b1252,8.590195652,6.832907824,6.714761381,6.931190552,6.342733629,6.561526028,6.515790494,8.436692266,8.465773581,8.319921766,8.425654862,8.393244862
b1253,6.744312184,5.797848417,5.947426221,5.792538015,6.155851413,6.04488297,6.130334346,6.681614671,6.478274908,6.489044989,6.711980019,6.649455397
b1254,7.604526554,7.463159586,7.383009797,7.30582606,7.24198698,7.596360202,7.527761854,7.465715119,7.440712235,7.392613527,7.391216882,7.338089372
b1255,7.279350786,7.398287441,7.245654825,7.064589282,7.336710887,7.434386967,7.448370533,7.125496909,7.106717219,7.142736865,7.11589091,7.194065359
b1256,7.482713864,8.426582286,8.426258486,8.094462902,9.001228252,9.114321989,8.820743048,6.637940467,6.869391722,6.932846986,8.108592884,7.876893917
b1257,5.305706103,4.024531479,3.812258594,4.012524307,3.592772231,3.940867432,4.160075447,5.274412264,5.473216208,5.540813192,5.416483784,5.276498946
b1258,4.828378785,3.843800401,3.828217841,4.124481193,3.674350411,3.417686246,3.57118338,5.241399175,5.116873196,5.211049594,4.895836548,4.83112097
b1259,8.057400541,6.708374292,6.725853385,7.122357166,5.984899125,6.051511949,5.869475848,8.963517979,8.704311616,8.914406747,8.232171857,8.419490863
b1260,8.284958863,10.68493383,10.58002137,10.66685914,10.69521044,10.71187131,10.64186688,7.971292903,7.968203153,7.989821849,8.138860588,8.163033303
b1261,7.605578111,10.13854996,10.05563029,10.14869844,10.16570039,10.22361695,10.13102157,7.316774433,7.392173406,7.453666357,7.733399934,7.682006508
b1262,7.049966371,9.519463091,9.352459438,9.485137596,9.566815124,9.546495771,9.453681604,6.724033952,6.743607118,6.806455136,7.165787696,7.191220623
b1263,6.683373093,9.664975293,9.530669925,9.656593945,9.655500697,9.688772812,9.717751631,6.245740136,6.250598049,6.34891939,6.795124614,6.673873853
b1264,6.909058687,10.0586602,9.868888664,10.00070753,10.00667246,10.10177799,10.09286736,6.304897509,6.366198883,6.482039603,6.75148299,6.7359057
b1265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1266,6.66926048,6.735778128,6.657196839,6.743215422,6.711735221,6.690937038,6.761086879,6.569088866,6.388254864,6.512042309,6.509848005,6.562373069
b1267,7.132711132,7.408450125,7.340205013,7.342398866,7.25346952,7.350067625,7.28730339,7.012144847,6.975890396,7.049335992,7.122004458,6.954636009
b1268,3.845520062,4.002408928,3.941718607,3.840969875,4.004062537,4.009967022,4.063639804,3.768155944,3.985646916,3.965085791,3.814070361,3.819401041
b1269,7.031648294,7.587378957,7.544420038,7.338239779,7.221800218,7.420779589,7.582255762,7.011114809,7.066377006,6.931757029,7.189220864,7.283863316
b1270,6.117430147,6.276449076,6.201458165,6.206678522,6.378755449,6.132650599,6.444213542,5.9517078,5.958786845,6.008510462,6.207050199,6.131850093
b1271,6.610040861,6.709677047,6.357624778,6.47465223,6.654212009,6.411117458,6.475107168,6.445907167,6.489771105,6.384487817,6.523178405,6.471153597
b1272,7.074233284,6.744963523,6.733829013,6.724514775,6.819269697,6.951198244,6.818304039,7.146273885,7.198697886,7.153124046,7.279629626,7.262435023
b1273,8.073962917,8.390694611,8.178701127,8.219958941,8.55336344,8.405619785,8.253191612,7.809178053,7.798884742,7.836825547,7.901143884,7.870341256
b1274,7.917010975,8.397795532,8.348824563,8.358229909,8.381565557,8.288584174,8.370286731,7.970314909,8.011695981,7.959109459,7.927544467,7.947418889
b1275,8.150171423,7.718687598,7.722661428,7.859720633,7.735474954,7.650703657,7.679318189,7.480978557,7.367061075,7.300101031,8.031335316,7.994031792
b4522,8.850413222,7.953255001,8.113360599,7.962795151,8.510284151,8.349693256,8.017701695,8.846703965,8.862576727,8.886749363,8.85945686,8.88373422
b4523,8.581722964,7.547595985,7.769156976,7.610701852,7.952849556,7.929270965,7.834432329,8.558369285,8.436052617,8.344018829,8.43781847,8.575639592
b4741,5.026540921,4.801639253,5.06295444,4.918959265,3.572304384,4.420516699,4.430920066,5.628845834,5.918540707,5.764598768,5.57751647,5.390681024
b1276,7.972347969,8.598445392,8.455821186,8.649582421,8.743603967,8.632604085,8.561461449,7.728848218,7.835121964,7.85984986,8.05722166,8.04217106
b1277,7.357045141,7.493789061,7.295043749,7.27124408,7.573849705,7.629858201,7.670314173,6.972680166,7.100758742,7.038392539,7.328890916,7.247692224
b1278,6.250015804,6.332877606,6.359869097,6.210422653,6.358253678,6.179650336,6.327001748,6.517421674,6.434102623,6.405384079,6.470324999,6.465404685
b1279,8.734031488,8.994275289,8.957592536,8.89848476,8.919217062,8.724236646,8.820141225,8.81006039,8.757438386,8.774925425,8.827669789,8.831977057
b1280,7.005947078,7.265741265,7.308915672,7.228532569,7.424822935,7.241027065,7.29163223,7.020817609,6.961745105,6.875643083,6.931441749,7.004448069
b1281,7.08074156,7.383279877,7.267170442,7.137252209,7.136113079,7.326062774,7.476594279,6.927512071,6.92415773,7.032968106,7.22995384,7.119381157
b1282,5.996981367,6.048747217,6.213046332,6.140794021,5.705351154,6.393164355,6.470953921,5.667235264,5.887843635,5.851991504,5.890784578,5.951813601
b1283,9.321928085,9.537509308,9.589409102,9.574114607,9.049384992,9.09844478,9.079876707,9.432438025,9.483853463,9.423485964,9.367988544,9.37173807
b1284,6.516358728,6.584496335,6.45787552,6.668467117,6.945047098,6.901868772,6.795456142,6.028434627,6.053949164,5.983221753,6.268108082,6.304854378
b4596,7.324651121,7.647132073,7.594902073,7.367023805,7.810602134,7.815004494,7.631183788,7.335334246,7.391927049,7.354543103,7.516102502,7.433911472
b1285,5.590176887,5.572879863,5.453249513,5.434004507,5.140796909,5.062793591,4.939547406,5.721581884,5.719054132,5.673178041,5.391750071,5.470387342
b4672,1.381162614,0.933978025,1.512473643,0.919523101,2.208608207,1.47383361,1.480825917,1.369104228,1.750469215,1.378340593,1.7933079,1.393921911
b1286,7.960043845,8.807841742,8.671803641,8.775661133,8.620679867,8.781458919,8.920422689,7.372250011,7.368831178,7.315501769,7.915979568,7.875186219
b1287,8.231266817,9.277465683,9.060410053,9.270081272,9.039819947,9.200268191,9.135771132,6.799281651,6.94873518,6.685480061,8.207860439,8.172617734
b1288,9.15438292,9.10052899,9.234097623,9.092207103,9.573271703,9.57547165,9.683032597,9.10529711,9.058945967,9.091605383,9.231828608,9.217359337
b1289,4.531927318,5.026743083,5.13241784,5.278459581,5.209168051,5.140424105,4.65375106,5.010153336,4.777101462,4.86946917,4.835515104,4.796941096
b1290,5.273833381,5.77573491,5.603367573,5.764389488,5.691113945,5.530326869,5.583690978,5.366987838,5.451752501,5.352564037,5.066711639,5.029708489
b1291,5.718925589,6.235122165,6.195743619,6.257525737,6.1399288,6.06757164,6.106352086,6.077680405,6.044630926,6.072694646,5.886318027,5.762250392
b1292,4.395492408,4.645915935,4.638712834,4.494213082,4.474874067,4.555762874,4.438620071,4.581771432,4.62021799,4.590553744,4.435212451,4.521425888
b1293,4.883609399,5.33594812,5.302671482,5.137752747,4.955206237,5.043401233,5.152031438,4.979272247,5.161274305,5.132592895,4.842918717,4.792810504
b1294,5.670023423,5.991694944,5.75541641,5.816188945,5.77429175,6.012971596,5.950880346,5.689461254,5.730774236,5.697126259,5.552718955,5.52419954
b1295,7.339560179,6.938350395,7.008225582,6.789051444,7.223283506,7.331736393,7.229540235,7.21898803,7.232455013,7.301052718,7.276405424,7.291356113
b1296,5.153315477,4.309725969,4.392581685,4.614881574,3.73119591,3.952015212,3.8980191,6.872263167,7.048444366,6.809029845,5.167367306,5.358245907
b4742,6.018513009,5.634370495,5.112969588,5.637749713,4.952623786,5.149804179,5.089737721,7.884075637,7.86567277,7.736402035,5.971012518,5.932748246
b1297,5.58389421,5.187439501,5.30733329,5.61928196,4.677629001,4.566184284,4.62393042,7.586292283,7.682917192,7.492135781,5.441517247,5.492746125
b1298,5.135081272,4.720828619,4.93085438,4.930221124,4.047607225,3.92134205,3.977289951,7.157657078,7.269616183,7.110910899,5.155346357,5.396193249
b1299,5.968158057,5.859358584,5.773384547,5.768537967,5.580777442,5.240092934,5.205311006,7.135083327,7.219416032,7.128452932,5.949310161,5.95325395
b1300,3.675480496,3.174957366,3.371418986,3.256320437,2.782182179,3.059689976,2.979676553,5.6434284,5.877499874,5.623904082,3.921577588,3.738648608
b1301,3.064574606,2.919875149,2.60599741,3.041632278,2.809910323,2.192115311,2.394375976,5.360946518,5.558593325,5.444573622,3.446888226,3.388735994
b1302,3.357596071,2.581162702,2.912949275,2.805093859,2.02834879,2.272976159,1.93449534,5.091173754,5.250476413,5.043295597,3.292035389,3.120348171
b1303,4.059928133,4.517122687,4.38501972,4.141915606,4.47845889,4.341658453,4.589483346,3.988405268,3.895166007,3.923058756,4.047260782,3.97898626
b1304,6.124347763,7.569294917,7.43483324,7.440131751,7.668129767,7.510535181,7.755225715,6.288165979,6.390384042,6.145641006,6.292980569,6.304807752
b1305,6.031334526,6.411656695,6.041211821,6.485653836,6.439422579,6.553186901,6.680247039,5.750145909,6.24867092,5.774777683,5.823340847,5.966601521
b1306,5.564929262,5.962257841,5.844926109,5.803841202,6.238086862,5.819556256,6.045241212,5.852841816,5.642949241,5.728554831,5.722133419,5.753319664
b1307,5.088196925,5.59611583,5.36859403,5.431792242,5.769214626,5.509691253,5.274168185,5.132114846,5.14153533,5.387396768,5.245486675,5.38570781
b1308,9.100749161,9.74809167,9.709094823,9.674210731,9.930291214,9.546099139,9.395646189,8.858158626,8.83227847,8.74992722,8.994664507,8.903263722
b1309,1.789655135,0.890351916,1.291395401,0.961407043,1.092184469,1.115395121,0.741278659,1.34120551,1.852398663,1.765338563,1.7933079,1.717764769
b1310,1.162227988,0.601782561,0.928160283,0.845062463,0.795254917,0.365920593,0.726408126,0.925928632,1.305801164,0.883139742,0.794349377,0.788341335
b1311,1.391705321,1.202114774,1.34718748,1.374035838,1.055239331,0.709161394,0.970492694,1.271116852,1.701360971,1.44039706,1.564237656,1.506450191
b1312,1.262545682,1.549917972,1.387138872,1.829408142,1.54472974,1.581434147,1.155094201,1.126378629,1.362241532,1.532503357,1.831755225,1.445467523
b1313,2.014497725,2.294004105,2.173334274,2.242934854,2.205383586,1.835989557,2.044557914,1.682585644,2.050997458,2.03931804,2.097188798,1.971556246
b1314,2.071578062,2.3898678,2.269699851,2.888796746,2.349778233,2.660525109,2.403385282,2.228627989,2.191089016,2.030992023,2.592682564,1.972577595
