Geneid,PD_117_R10_S05#,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R14_S05#,PD_117_R15_S05#,PD_117_R16_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_117_R8_S05#1,PD_117_R9_S05#1
b0001,11.08166537,10.26882575,10.23332922,9.989377586,10.28113065,9.962699883,9.636619867,11.05267315,10.98991167,11.09229917,10.9231312,11.26752727
b0002,7.645440155,9.522497476,9.117752658,9.139082699,10.19715336,9.574051091,9.451363396,7.754346515,7.821709136,7.905214671,7.772760001,7.565976801
b0003,7.640768533,9.083923123,8.782278423,8.742474048,9.637225726,9.655356394,9.667506084,7.602189178,7.711154599,7.781399296,7.776328858,7.781513312
b0004,7.38326402,8.404835019,8.363498084,8.21547754,9.037702786,9.027710154,9.083591519,7.274508822,7.244816158,7.338556245,7.570289075,7.632955365
b0005,4.077731829,5.696586367,5.560235618,5.819425116,5.957660086,6.105837594,5.817777492,3.851236801,4.256504076,3.998828369,3.815343278,3.77205538
b0006,5.828887316,5.493464567,5.609610807,5.431792242,5.687641758,5.664610106,5.863990458,5.570776895,5.525340287,5.7217502,5.885024143,5.926879396
b0007,3.655180385,3.857562712,3.733863477,3.795602976,3.761116722,3.595342009,3.549772266,3.525132115,3.671381204,3.816356525,3.680555334,3.561954934
b0008,10.00846866,10.53975101,10.60048458,10.58642568,10.92552703,10.87154679,10.92607864,9.907968956,9.900071306,9.929520418,9.88101315,9.897070014
b0009,5.219202535,5.763715366,5.876281859,5.78466559,6.236231242,6.270200459,6.26005099,5.102582811,5.143399906,5.247656894,5.51173472,5.325500622
b0010,6.09091898,5.919390762,5.818085279,5.658988863,5.713791842,5.5110992,5.707218969,6.010570308,5.994719825,5.840096896,5.993623874,6.111271509
b0011,2.736374618,2.784861686,2.888248053,2.866486706,2.630807704,3.056494718,2.617345231,2.744983606,2.764639958,2.570517492,2.353364265,2.591536556
b0012,0.604136081,0.669174405,0.848536852,0.657930391,0.98421912,1.229074248,1.349280907,0.597452123,0.226873313,0.428262931,0.235848184,0.0
b0013,1.413712315,1.846680239,1.766392212,1.388404007,1.840990704,1.912703454,1.627419528,0.496138824,1.015622608,1.026330724,1.046556144,0.882922515
b0014,9.347222015,10.18250749,10.14504222,10.20348629,10.24188498,9.981437295,10.05321585,9.208984684,9.340617836,9.273554587,9.335756883,9.473496977
b0015,7.030843556,7.643172103,7.773386639,7.78132289,7.674442928,7.521099923,7.621775314,7.019565251,7.211724813,7.132419789,7.24166778,7.262033277
b0016,5.441820881,6.959281707,6.969127915,7.113826721,6.60914791,6.77699566,6.770048885,5.252221536,5.344630145,5.252662507,5.363551413,5.33052396
b0018,4.670892721,4.913472364,5.400161545,5.644777677,4.905848162,4.922684697,4.911937285,5.255609528,5.006071351,4.81735518,5.13398285,5.294846552
b4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0019,7.062786633,6.476855866,6.617629166,6.422623463,6.157796217,6.096211497,6.074557918,7.529395909,7.478739269,7.545467254,7.214116955,7.294544106
b0020,6.042395869,6.055965924,5.946425531,6.06875156,5.860294154,5.665390388,5.679012805,6.10226277,6.124889011,6.13812497,6.060373912,6.068833145
b0021,2.666591458,2.142254257,1.888411696,1.080222689,1.706611051,1.687950844,1.20539206,3.259292391,3.349928116,3.392065961,3.679949258,3.77801223
b0022,5.612512267,3.82407481,3.394610764,3.437688447,3.744420618,4.215886892,3.692018839,5.566040146,5.504003288,5.485994928,5.72554813,5.614625269
b0023,10.69072372,9.977978551,10.07477082,9.920844525,10.29236187,10.22037256,10.43505494,10.47859328,10.32060066,10.40703832,10.6705074,10.70130149
b0024,5.041364095,5.829837308,5.652694346,5.533165503,5.788485921,5.750624893,5.277409302,5.16651357,5.098313597,4.759004926,5.075201054,5.027271643
b0025,8.208425796,8.297900828,8.223207022,8.215395466,8.372322997,8.4178408,8.446992693,8.118246902,8.091899541,8.066669234,8.103590326,8.023533314
b0026,8.003346023,8.528410792,8.491632175,8.535816641,8.571612309,8.530168286,8.651636264,8.169704971,8.232917262,8.200278263,8.091741973,8.11293497
b0027,6.916759899,7.499928466,7.509377241,7.495532289,7.393341993,7.427834882,7.449698629,7.244225881,7.29305784,7.301677222,7.207691481,7.210475192
b0028,7.528784579,8.039872542,7.959774027,7.946408687,7.908044135,7.945703785,7.957783823,7.323795373,7.431262997,7.394214994,7.304599992,7.477347064
b0029,6.527474286,6.979143937,7.10501975,7.098343259,7.075522893,7.108442713,7.09548149,6.555752816,6.548405434,6.561220765,6.504015529,6.502867079
b0030,5.808962549,6.559302575,6.76704248,6.895504407,6.63683411,6.437527469,6.333505062,5.324035888,5.378964213,5.1352164,5.595571158,5.695227881
b0031,6.454684856,6.551745699,6.31008965,6.257389493,5.950590682,6.23579583,6.016084243,6.531459272,6.56741219,6.496600783,6.841960737,6.756119262
b0032,8.637365663,8.21175569,8.009124948,8.026352927,7.530452693,9.374886561,9.548033532,8.360209901,8.416617451,8.28848966,8.644264904,8.58019298
b0033,7.386792965,7.567729418,7.421809968,7.436235632,6.992179483,7.495102125,7.807902948,7.527745653,7.500375654,7.518913221,7.346512859,7.379555639
b0034,5.002804078,5.978368692,5.839365885,5.695483885,6.102493349,5.823163847,5.708467397,5.076448506,4.868633896,5.007904634,4.916808158,4.882086289
b0035,1.438655492,1.843311721,2.101687231,1.821377394,1.901149109,1.275704139,2.118106094,1.348764462,1.565871856,0.996195076,1.67386686,1.96060269
b0036,1.123723124,1.298446646,1.575453904,1.856000728,1.143873181,1.475594538,1.353456419,1.310561741,0.610215522,1.190422515,0.90958442,0.724572649
b0037,2.124780602,3.098840414,3.013266902,3.171745218,3.398518285,3.252116972,3.270958773,1.745563792,1.993666762,1.90928376,1.979569049,1.968960186
b0038,2.529281966,3.545382613,3.548757521,3.565135767,3.694233181,3.703696526,3.948298118,2.309686477,2.575407101,2.301668776,2.540719389,2.710029819
b0039,3.669022541,4.507650597,4.080295743,4.298082841,4.384201562,4.730953505,4.541919863,3.022551305,3.16430671,3.316747053,3.52312436,3.510137219
b0040,1.116255871,1.653344998,1.450874049,1.512779551,1.811676107,1.478397126,1.123850613,0.729721866,0.906177197,0.735711377,1.243264125,1.164199489
b0041,1.13883111,1.849624754,1.255765639,1.06535325,0.692994171,1.221235693,1.370439557,1.50211587,0.808526939,1.136331004,1.295924704,1.076221485
b0042,1.171295739,1.334793806,1.51545469,1.372906621,1.641422384,1.370226797,1.320383013,1.160418358,1.099076669,0.849913756,1.005688736,1.182815044
b0043,1.165943792,1.755810078,1.371475114,1.295514735,1.392530188,1.564541593,1.117034273,1.313426204,1.271883208,0.936271877,0.904464034,1.337632197
b0044,1.117797101,1.581013344,1.233358627,1.392378902,1.727309435,1.199222739,1.20539206,1.288613046,0.655121493,1.459254757,0.925311505,1.475364367
b0045,0.814770652,1.326138938,1.382256408,1.636104045,1.146361437,1.263787599,1.352238869,1.043168927,0.58215116,0.760059157,1.115294674,1.107650351
b0046,5.046591742,4.391321654,4.794308407,4.611507731,4.502536659,4.345718943,4.464215593,5.172358489,5.095883734,5.230177404,5.073484819,5.031557106
b0047,4.195389585,3.800357541,3.984577611,3.988459412,3.52531443,3.628906163,3.712993701,4.457318965,4.439759719,4.430046091,4.291189893,4.298019226
b0048,7.529607098,6.767595427,6.792431651,6.755720413,6.675619277,6.913735501,6.91287657,7.308958321,7.186502666,7.259467143,7.378800666,7.344250196
b0049,6.372472394,7.097832536,7.017422657,7.085362634,7.003873921,7.091604524,7.140572073,6.529735431,6.555700377,6.669883292,6.451504957,6.392878271
b0050,8.008665191,8.435650231,8.339788066,8.420961541,8.416147309,8.354845548,8.375482217,7.946032373,7.968010881,7.933741631,7.925061124,7.96802423
b0051,7.663277367,8.083761948,8.069231199,8.037206961,7.993174739,8.141252916,8.188785617,7.662592242,7.737735464,7.626258532,7.529481221,7.600492533
b0052,6.768111945,7.205513921,7.030216383,7.128219499,6.922972551,7.213660572,7.128853472,6.675907998,6.742654825,6.803562135,6.789095588,6.838403415
b0053,8.026203891,8.281787449,8.363498084,8.340839285,8.231645552,8.165944476,8.24788875,8.154578414,8.151468097,8.197415134,8.020167784,8.156613628
b0054,8.601575882,8.721768253,8.64802271,8.653820906,8.802670183,8.75022121,8.733358275,8.565701727,8.59180386,8.5387087,8.611711988,8.583937747
b0055,5.546562243,5.803047722,5.743491441,5.736320287,5.681988808,5.816436558,5.791580426,5.595804516,5.577654985,5.649512104,5.646161744,5.566776841
b0056,6.2218536,5.914845548,5.822466001,5.801766408,5.853431654,5.932281763,5.755163459,5.97543962,6.084747332,6.09741847,6.017332736,6.041205136
b0057,7.196894497,5.703497176,4.924485246,5.273443725,5.181228538,5.941454416,5.279818091,6.420903164,6.686826732,6.81314274,6.739519039,6.803864328
b0058,5.618392043,5.367041044,5.545134311,5.43511941,5.275972595,5.327959553,5.403167766,5.755312343,5.782598973,5.568202301,5.477316476,5.693808549
b0059,5.496327628,5.476098244,5.412666885,5.508843665,5.643802122,5.769449957,5.808748939,5.451920219,5.538147503,5.484417134,5.522082644,5.644139806
b0060,4.398869912,4.311874992,4.173197099,4.237991737,4.342259628,4.305084626,4.25631212,4.399635972,4.424909735,4.409126082,4.414848537,4.433184828
b0061,0.312782172,0.350192747,0.0,0.0,0.0,0.181529341,0.182823689,0.308978155,0.162098504,0.445725877,0.0,0.316831041
b0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0064,6.297145352,6.223888872,6.273601766,6.155520586,6.098047245,5.595498896,5.583834531,6.276013649,6.266496212,6.183060643,6.290556095,6.250950029
b0065,5.861919582,5.971266803,5.696726533,5.747863954,5.53890184,5.366573419,5.415118398,6.155684525,6.299888379,6.084440773,6.085482347,6.049729218
b0066,2.315426395,2.663176198,3.113452177,3.278648209,2.687331779,2.63387032,2.546671536,2.367814448,2.427851805,2.379953147,2.195644264,2.588089411
b0067,2.066998169,2.900859267,2.899427664,2.767751362,2.08618392,2.252590956,2.225653452,2.015732575,2.294087578,2.482221129,2.215137177,1.930444328
b0068,4.095649852,4.626863612,4.645233336,4.642261525,4.154926415,4.340042901,4.370551416,3.956786223,3.935329875,3.890116318,4.09187935,3.871480961
b0069,4.460210923,4.952500743,4.705101667,4.724461112,4.791795017,4.838640647,4.942705466,4.547465223,4.529217262,4.533712636,4.425171409,4.350871329
b4662,7.842344485,7.298720375,7.241694367,6.508757354,6.905163569,6.732573146,6.845215519,7.412560113,7.224953134,7.202960709,7.456048434,7.425691806
b0070,5.141624199,5.17765954,5.189043301,5.05460019,5.048684973,5.101152376,4.923628918,5.261605903,5.271511117,5.276256209,5.097473688,5.187754657
b0071,9.770501331,7.85975439,7.677466009,7.786630529,8.440656832,8.381474219,8.363416309,8.944112079,9.011665615,8.846361202,9.634129031,9.520364012
b0072,9.383125205,7.834865931,7.715722043,7.8271753,8.458126167,8.409908105,8.429239028,8.673549599,8.801697874,8.698163431,9.430119985,9.298245195
b0073,9.816107532,7.735048281,7.707467588,7.833892551,8.437481685,8.690621931,8.858287946,8.701603677,8.842366462,8.709734363,9.817222431,9.801110501
b0074,9.468416319,7.426441289,7.322866633,7.511724691,8.084469306,9.667654457,9.607318615,8.592277361,8.694505812,8.570447586,9.490203609,9.564321168
b0075,7.619247099,6.088191327,6.246374241,6.058145544,5.710609166,7.501525439,6.892514179,7.519369494,7.505799751,7.496267499,7.709716869,8.124171022
b0076,3.714247636,3.20082305,3.388303515,3.265697334,3.11220963,3.088375626,3.271561555,3.772393546,3.874068488,3.893750067,3.886727701,3.800426568
b4726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0077,7.061290071,6.798228314,6.722647079,6.747023325,6.818162679,6.726572271,6.602259217,7.373127875,7.500365688,7.510231501,7.498101819,7.34665381
b0078,7.824621022,7.445719337,7.596834232,7.560590071,7.662296554,7.49385023,7.309935781,8.190973923,8.213820558,8.174770461,7.994506289,7.906005107
b0080,7.602885733,7.761829352,7.737244246,7.832788659,7.915337543,7.729652155,7.667364519,7.524964755,7.552856655,7.474319488,7.705055998,7.659076387
b0081,8.348239863,8.454190234,8.33702151,8.238447519,8.263905204,8.358169605,8.269121113,8.05283236,7.990615414,8.05198925,8.261862713,8.103741896
b0082,7.329361989,7.306645724,7.389570212,7.24549694,7.342533039,7.397679731,7.40002494,7.194673619,7.060613325,7.121834877,7.243591806,7.269030621
b0083,7.066651187,7.137016406,7.012505771,7.006992491,6.676947749,6.886206173,6.960899776,7.098278883,6.91436214,7.003967726,6.899485695,6.77281142
b0084,6.31945864,6.326720119,6.222328311,6.153634894,6.122333927,6.23578476,6.160086353,6.257255219,6.212605938,6.184306599,6.188874901,6.173874183
b0085,6.283373806,6.650498283,6.682679235,6.532837482,6.747650319,6.631580281,6.60165691,6.373021729,6.228351218,6.303800849,6.319911772,6.405995555
b0086,6.47927464,7.022621479,6.903102262,6.871964953,6.96960356,7.037883427,6.96009169,6.537909099,6.502164298,6.489701566,6.529727603,6.570139975
b0087,6.336583092,6.746533428,6.629363565,6.425647101,6.576984066,6.507204617,6.588677222,6.506890027,6.528617094,6.599967334,6.54118971,6.514714855
b0088,6.438332907,6.825889657,6.878171436,6.716945556,6.69278111,6.620036892,6.846680757,6.542263084,6.590888939,6.617416174,6.531233594,6.603452978
b0089,6.505697084,6.775896686,6.70132839,6.529053591,6.58738783,6.497463294,6.424470334,6.699603437,6.634003601,6.623663651,6.676490859,6.601491209
b0090,6.766041091,7.254885139,7.093166957,7.032234074,6.908374954,6.867655858,6.997570721,6.744506295,6.701372592,6.758359591,6.712189059,6.733244242
b0091,6.696106602,7.103744175,7.019262882,6.936765164,7.048960864,6.979454015,7.044199247,6.719701066,6.615628395,6.793506285,6.659001196,6.640732299
b0092,7.445088958,7.626517202,7.695494581,7.526309332,7.493669186,7.457721631,7.50064495,7.558594694,7.56219149,7.540018857,7.355666875,7.391814483
b0093,7.473415985,7.608838926,7.693739254,7.509718013,7.53131501,7.363038796,7.329915228,7.622273219,7.531789518,7.469681292,7.484871372,7.508694525
b0094,7.221972351,7.577440587,7.606371992,7.499444738,7.390225844,7.347786856,7.242140925,7.485445398,7.430375377,7.435381561,7.425573461,7.433054598
b0095,8.692945973,8.969454338,8.980306861,8.956348201,8.794644537,8.746657645,8.693280108,8.893544135,8.950436377,8.954433919,8.9316508,8.866993265
b0096,10.83206083,11.26022193,11.31923848,11.15892921,11.1666574,11.04644905,11.03864991,10.79159786,10.7056927,10.72156418,10.84968169,10.85204914
b0097,8.334920672,9.022458211,8.755009116,8.923734142,8.841193308,8.967354077,8.886233148,7.963060157,8.115633139,7.997579401,8.099297968,8.035599509
b0098,6.901987368,7.747490685,7.757177177,7.687180007,7.770847147,7.73701209,7.872474187,7.042674942,7.054353092,7.015655321,7.031444136,6.948527139
b0099,4.773756785,5.373259998,5.030290463,4.897336404,5.286661604,5.176951799,5.139030387,4.672856731,4.714441576,4.494051534,4.761031493,4.649946114
b0101,6.908607622,7.20267928,7.274112169,7.23711301,7.066338546,7.264077848,7.4845475,6.772130075,6.862546996,6.969001779,6.891171391,6.817575192
b0102,6.879597011,7.172737901,7.02443199,6.979408463,6.915891975,7.027338583,7.12824537,6.715817131,6.723536709,6.701282736,6.697478804,6.772488395
b0103,6.998324424,6.763078079,6.701522004,6.724661653,6.734669645,6.831114461,6.687301753,6.762946742,6.846536247,6.678490748,6.773634073,6.793938939
b4727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0104,6.864962973,6.054795016,5.892998795,5.947215654,5.926902427,6.204839152,6.243311103,7.024663168,7.017756327,7.04135186,6.968793786,6.906267278
b0106,3.074439895,3.471591607,3.258790557,3.06901984,3.229317589,3.529856449,3.320329092,3.020779554,3.063739019,2.878311542,3.005637231,3.031295913
b0107,3.64256064,4.457458879,4.245523638,4.28578466,4.389825936,4.44664543,4.457057911,3.372212397,3.341453935,3.21745267,3.631839008,3.50582709
b0108,0.967336377,1.059336135,0.527258146,0.710859123,1.197661295,1.182506118,1.436052525,1.430916803,0.807925291,1.222233608,1.465447305,1.554834985
b0109,6.811189596,6.655024156,6.556840812,6.501879307,6.834991998,6.728124608,6.790562748,6.763626708,6.826306877,6.706388774,6.849394934,6.955731403
b0110,6.590855722,6.818737519,6.839147222,6.770697664,6.624524753,6.501503737,6.557352022,6.59184826,6.574536646,6.520898762,6.61851094,6.514444149
b0111,5.52766383,5.754962967,5.75546077,5.577382935,5.738233882,5.750304337,5.613260369,5.728091029,5.68461325,5.782006916,5.616259,5.5903969
b0112,8.584704972,5.272177564,5.148956267,5.042274177,5.805996939,5.660561832,5.728242953,8.824455439,8.837330135,8.75196822,8.578362766,8.637208783
b0113,7.01216221,8.773270756,8.658170564,8.701884569,9.451531572,9.333957922,9.348665085,6.845085711,6.805971637,6.706190273,7.054146958,6.997769748
b0114,9.012448025,10.4301596,10.35944311,10.46512231,10.73962877,10.58041744,10.58414097,8.916861439,9.091816608,8.96410252,9.153518497,9.182410344
b0115,8.22128655,9.774042798,9.864165939,9.842469969,10.01874677,9.938645683,10.01804895,8.330880945,8.454012592,8.346661551,8.495955988,8.626403965
b0116,10.04947468,11.0972564,11.10336409,11.11986033,11.22259713,11.20965934,11.27363414,9.868662784,9.89569696,9.88224636,10.07114592,10.0472298
b0117,2.730077768,4.086270948,4.087781813,4.367384128,4.002427183,4.08805153,4.03277801,2.723256028,2.658151861,2.716275851,2.759757761,2.601884161
b0118,10.91160843,11.65770301,11.52571699,11.58975886,11.39656251,11.3763533,11.44218837,10.8868124,10.97454314,10.92058902,10.94720295,10.99784504
b0119,7.122357484,7.320278678,7.621346435,7.428150846,7.560812871,7.445249042,7.401884064,7.186889841,7.169480524,7.192729951,7.211245458,7.128370135
b0120,7.450443316,8.430714472,8.281701347,8.347045863,8.956053204,8.863378325,8.832579058,7.051170134,7.151442023,7.02923542,7.319483831,7.379867804
b0121,7.619222511,8.389034606,8.231103788,8.315275206,8.678584298,8.607762653,8.579097797,7.136188465,7.308420477,7.224910508,7.49581746,7.521685936
b0122,7.794662558,7.68614519,7.386549105,7.582779368,8.034583991,8.044807436,7.891363914,7.581850525,7.554067045,7.484650656,7.586675025,7.702375324
b0123,4.872876335,6.349891984,6.105703949,6.111402076,5.850693859,5.769538638,5.868228589,5.165304092,5.312538074,5.38825402,5.291892848,5.227997293
b0124,6.645092366,6.016531398,6.04299339,6.035550615,6.134138504,6.135048119,6.097735403,6.870749335,6.947980226,6.923307216,6.836873507,6.873787163
b0125,7.599743816,7.826104271,7.896738237,7.651856065,8.065230021,8.04501204,8.171672334,7.542392905,7.4689257,7.530756457,7.678128896,7.693108109
b0126,9.332344039,9.010677704,8.922024325,8.854747512,9.072869763,9.237763678,9.235138913,9.229937087,9.119923521,9.087245417,9.257295868,9.199152535
b0127,6.410566366,7.35077764,7.330313217,7.308570264,7.719469157,7.651312871,7.603934025,6.216068998,6.307618777,6.302205545,6.438864812,6.477993643
b0128,6.123790289,7.070682293,7.014815176,7.0404128,7.299226478,7.106197428,7.191144278,5.964520498,6.184025365,6.157200694,6.348580777,6.261361479
b0129,6.360966891,6.381662314,6.276981372,6.359013881,6.138061875,5.658742067,5.397539574,6.423057046,6.417056701,6.336178932,6.583831652,6.357700668
b0130,4.10141835,5.028374692,4.911953685,4.946370487,5.260715007,5.12264133,5.012011416,3.852668884,3.85374892,4.020265244,4.051237442,4.068065952
b0131,9.538303702,8.775213041,8.7028033,8.685755637,8.951702286,8.94857529,8.940746961,9.45511407,9.415484199,9.419947963,9.508199683,9.437700681
b0132,3.70441438,3.983923136,4.026616269,4.057701938,4.232319949,4.315619107,3.912451783,4.049185588,3.952461463,4.079285305,4.238355215,4.03803146
b0133,8.266518603,8.965829961,8.904105155,8.895676518,8.847302376,8.986295267,9.0374368,8.248810885,8.219909533,8.332468677,8.277937001,8.309174055
b0134,8.075508887,9.026810278,8.936936483,8.934528818,8.878617312,8.991013108,9.021736446,7.929271179,7.960483721,7.934315364,8.05479686,7.998181348
b0135,1.813923467,1.109335148,1.317195409,1.238725668,1.297558732,1.36835139,1.242499809,1.590921454,1.38027105,1.632868468,1.560997279,1.85647931
b0136,1.934509269,1.465499794,0.724043208,1.068714134,2.119257799,1.443356239,1.273555904,2.483925621,2.203029868,1.500186803,2.012975273,1.77976442
b0137,2.370399839,1.177681955,1.467718983,1.257128144,1.811676107,1.34482353,1.92335008,2.23359556,2.0500489,1.68589287,2.233642704,2.425463489
b0138,2.088072049,1.420781275,1.524750423,1.40174967,1.875409241,2.039412984,2.210795072,2.122233763,1.732570597,2.181471783,2.509497825,2.497776584
b0139,2.139163521,1.217106273,1.20824987,1.176997223,1.322259265,1.127898714,1.035360178,1.882545429,1.890572112,2.002288167,1.870988251,1.949355815
b0140,0.750344748,0.928399891,0.608940053,0.706307241,0.823684342,1.254212247,0.708843706,0.153368309,0.739979553,0.422249647,0.432366752,0.758756169
b0141,0.518088597,0.575592158,0.873001237,0.848041046,0.406076667,0.564214156,0.402151037,0.512196119,0.359468474,0.654663142,0.373049399,1.016259768
b0142,5.333322043,5.785993491,5.83642266,5.781850628,5.977358714,6.165315008,6.023682607,5.269553866,5.393589431,5.097762264,5.172514543,4.966668386
b0143,7.789271712,8.282368167,8.232557419,8.195422067,8.227810648,8.369391775,8.439607787,7.597098953,7.619134059,7.630549116,7.814534852,7.749633763
b0144,4.734968072,4.669199733,4.55199175,4.574161368,4.500986707,4.455484653,4.549517684,4.422366753,4.422597972,4.466575019,4.618053679,4.704725874
b0145,10.22760493,9.707872752,9.81104905,9.751088197,9.851933768,9.710533328,9.674147415,10.04332877,9.988864954,10.00349912,10.11955042,10.05995131
b0146,6.908651107,6.772860545,6.935811507,6.958240249,6.674607726,6.32718176,5.899335308,7.215279966,7.315141116,7.252932681,7.440856923,7.226382833
b0147,4.622992859,4.206706941,4.285676464,4.362290934,4.72397716,4.746060698,4.638446191,4.437015535,4.300393344,4.320440929,4.618795202,4.566469507
b0148,5.126936512,5.580715941,5.578920104,5.507539418,5.540615047,5.685486147,5.850250424,5.143214512,5.151209492,5.058089666,5.192008391,5.227758971
b0149,5.586793057,5.898356171,5.985504318,5.918557299,6.00960713,5.87044994,5.966662737,5.729671353,5.728164421,5.693618487,5.635854787,5.650274494
b0150,0.0,0.0,0.061225955,0.058959384,0.117357428,0.058784731,0.371086017,0.0,0.052252083,0.0,0.0544511,0.0
b0151,2.059124324,0.969719486,0.6866444,1.336235962,0.875056767,0.433856926,1.043001948,1.890616519,2.075578772,2.126897612,2.157423693,2.074848597
b0152,2.257708976,2.313299723,2.202584499,2.738360968,2.033793983,2.432715232,2.094774579,2.270378114,2.566352148,2.254085247,2.473264551,2.53507342
b0153,1.455203941,2.013433113,1.724965622,1.973308744,1.702062206,1.745490346,1.557866105,1.929089812,1.720504458,2.032696404,2.001199981,2.139090386
b0154,7.016965321,7.563976857,7.416861194,7.433523419,7.967684168,7.892533365,7.99383443,6.972369923,6.971555478,6.956397998,7.097733893,7.057831722
b0155,5.687586542,5.76331453,5.528318796,5.598767002,5.686072722,5.582683898,5.503695758,5.870677094,5.811878449,5.941993618,5.665979473,5.687795862
b4728,3.114231518,4.595581215,3.500518291,4.171475333,4.751266247,4.167350191,4.388614619,3.29498767,4.004318219,3.308502823,4.170009545,3.50582709
b0156,8.248210258,7.887702087,7.989904378,7.93296324,8.250040882,8.230964846,8.210323347,8.391717646,8.298212571,8.449535404,8.502888486,8.533753515
b0157,5.195531714,5.268200586,5.191613865,5.244222634,4.774088492,5.024873434,5.022131407,5.025333957,5.007601722,5.175039391,5.261041502,5.337917217
b0158,5.396649107,6.081542937,5.776171916,5.756365172,6.000765665,6.230732056,6.221210709,4.963221846,5.219837621,5.119409532,5.504484535,5.462915215
b0159,8.505558388,8.372650048,8.303544705,8.346998844,8.658417329,8.707192215,8.728638313,8.279016217,8.253505542,8.282363999,8.424315861,8.401806217
b0160,5.001138199,5.32595096,5.290236491,5.349559501,5.340735094,5.305483608,5.242490266,5.088106441,5.232046536,5.181800153,5.147998059,5.099053402
b0161,6.750323471,7.006098711,7.012780857,6.946174297,6.500592641,6.386269056,6.586280539,6.779947461,6.758536262,6.863636827,6.748778058,6.73386778
b0162,4.784284919,4.659531734,4.730019824,4.743419691,4.523931323,4.1376334,3.972469063,5.022732991,4.978115767,5.005093471,5.153191174,5.042532234
b0163,9.250919246,8.626744281,8.754405202,8.811208637,8.940071666,8.833786649,8.573705565,9.099722848,8.988253045,9.039980452,9.093578967,9.000079971
b0164,4.161215547,4.096834382,4.038775752,4.200512089,4.17596858,3.929207553,3.971670226,3.816129965,3.996810919,3.754827311,4.071998619,4.094572184
b0166,8.416504618,8.301569157,8.319649248,8.231416178,8.32463671,8.333089206,8.391749303,8.3536077,8.314749472,8.28772909,8.422982064,8.395983489
b0167,6.156225257,5.937064974,5.778731728,5.804135095,5.990318049,6.154024382,6.214153852,6.033839884,6.115513732,5.974897354,6.114675933,6.112700634
b0168,8.162923849,8.188180282,8.335157684,8.188972357,8.341138527,8.545310299,8.72054293,7.922448638,7.937386547,7.93119665,8.126610114,8.233831853
b0169,11.48919751,11.57869893,11.64635157,11.58227781,11.3303447,11.31630523,11.37871624,11.46356949,11.45439748,11.46308187,11.57718485,11.54732521
b0170,9.454319713,9.62648616,9.817164749,9.737544126,9.704674675,9.664546768,9.71633487,9.384230643,9.377957884,9.503632149,9.475463847,9.524321368
b0171,7.270676842,7.834759014,7.799379651,7.841363005,7.531495681,7.734508109,7.797533187,7.291800923,7.389459972,7.431868659,7.435883089,7.380541028
b0172,9.585561114,9.181061899,9.215845027,9.185534117,9.225049887,9.146256039,9.187903565,9.697559806,9.565276505,9.588336326,9.552481993,9.649477268
b0173,5.810226917,5.884272793,5.992320912,5.907891914,6.02645619,6.051681523,6.084307777,5.914011086,6.016798366,5.937087515,5.815234432,5.933545192
b0174,8.246640137,8.41370143,8.490822164,8.468314159,8.238300533,8.284631142,8.328003056,8.33091115,8.40609311,8.320265889,8.391105743,8.372042036
b0175,6.924633165,7.373334759,7.388519746,7.3603672,7.130121843,7.226850115,7.314194754,7.350974937,7.379617372,7.372756178,7.272518577,7.221301939
b0176,7.769488101,7.943266205,8.016297918,7.948481681,7.721020475,7.748857523,7.732632173,7.876402267,7.865067255,7.954112964,7.872176351,7.810083393
b0177,8.213497806,8.527799623,8.551720933,8.528832789,8.508523104,8.456947936,8.44848587,8.317882022,8.394949112,8.437273564,8.369439061,8.335933419
b0178,9.533778329,9.553988211,9.559250967,9.556378143,9.366627426,9.370986502,9.436884063,9.74446436,9.663731455,9.764655392,9.605262862,9.635427986
b0179,8.851234309,9.134815348,9.251560889,9.214154057,9.211691102,9.220831816,9.259388323,8.960635632,8.934499137,8.928678153,8.881933298,8.875174279
b0180,9.52352193,9.627935303,9.614614803,9.504719567,9.638670492,9.630098879,9.656930184,9.406934912,9.326556212,9.373503469,9.417311991,9.403900902
b0181,8.148521937,8.30733604,8.463585124,8.308050354,8.432239437,8.391684618,8.500289319,8.245718471,8.137501873,8.216478077,8.121155219,8.152173245
b0182,7.256040764,7.68551192,7.634421888,7.610755541,7.666541654,7.728564099,7.793642086,7.248948809,7.245659178,7.202212262,7.253539815,7.288964767
b0183,6.033283949,6.998134217,7.069251915,7.036683616,7.086434026,7.143393489,7.264744965,6.038614294,5.973387121,6.016282704,6.289182222,6.261738572
b0184,6.289764011,6.683065251,6.698606922,6.560584151,6.621069137,6.677531742,6.724512708,6.359038145,6.289160066,6.253217967,6.246758838,6.234598327
