"","loadings.PC1","loadings.PC2","loadings.PC3","loadings.PC4","loadings.PC5","loadings.PC6","loadings.PC7","loadings.PC8","loadings.PC9","loadings.PC10","loadings.PC11","loadings.PC12"
"b2179",-0.0175904378825392,0.00877020308095718,0.00955802220831914,0.00670235716242258,0.00411694433343092,-0.0134129651397163,-0.00301303577120038,0.0333414305798984,-0.0267467923238226,-0.00155208445495148,-0.0189361611001892,-0.00206653087380001
"b2187",0.0125192606536542,-0.0323043817910036,0.00129449052561433,-0.00770723487335314,0.00554730913580671,0.0203209035828517,0.0212444705430972,-0.0076743584204119,-0.00634639716780252,0.00375239076048763,0.0013929506371282,-0.0006600944579347
"b2196",0.0161323475308216,0.0199081202439597,0.0131289776478856,0.0153582334583806,0.021322472998016,-0.0115153662381808,0.0160022458568432,-0.00291373773120154,-0.00366776121061249,-0.0136894272116042,-0.00125474627381136,0.000998724172412903
"b2198",0.0166699421081729,0.0162514073216956,-0.0100680696074527,-0.0161784436669656,0.00664917709603914,0.00951675281149645,0.00936398860758087,0.0150535802168218,-0.00774667449493533,-0.0126854337509528,0.0359957661085229,-0.0017542621778004
"b2206",0.0200614082490936,0.00075027715649914,-0.00984025261027504,0.00651862792824569,0.00381227648714611,-0.00394147559788583,0.00206187470242409,-0.00239448791951573,-0.00950618135927415,0.0106482499434298,0.0217250012930765,-4.74136133691515e-05
"b2207",0.00266175586517888,-0.00246527154013528,-0.0230914731275229,-0.0041476653154147,-0.0147566380246225,-0.0145880553001813,0.0237857173424886,0.025916544905838,-0.0682626814707824,-0.0294587896635283,-0.0455297947029417,-0.00226084455283274
"b2208",0.00842626284798401,0.0193145380331223,-0.0389722355740096,0.0129821154034312,-0.0140064141827267,-0.000437667451463326,0.0136181711896007,0.0286590745270839,-0.0204056145879478,-0.0190151140980712,-0.0293250921040592,-0.00237728618851241
"b4604",-0.0132619323225485,-0.00281411172329034,-0.0226070313337162,0.0209941232539066,-0.0190683934274137,-0.0258364689672259,-0.0278666475596961,-0.0102396426682726,0.0391536550769035,0.00443481843117008,0.013895397076037,0.00224054579786491
"b2209",0.0208819956086646,-0.00197808887421991,-0.00508365672677288,-0.0023078081838594,0.003295890037621,0.00121460933978139,-0.00206535692120131,0.00282022575505424,-0.000895391017761438,-0.00250009127792613,0.00484834773936701,0.000377303619266
"b2210",0.0206986587833276,0.00792493588183081,6.16034344686994e-05,0.000715699177870491,0.000389898040851356,0.00014178385290931,-0.0013022532757586,-0.00197148296079478,-0.000840395794147093,0.0010433685760541,-0.00116421935285977,0.000431449247939237
"b2225",0.009286523964534,0.02810928309268,0.00469675361346526,0.0312584651138867,-0.00238885391463669,-0.00854624875944098,-0.0244080447217055,0.000563567329416673,0.000497178687427596,-0.015052185234166,0.04227071228372,-0.000645791173386692
"b2229",0.0116749178560289,0.00156184506564119,0.0117574728388583,0.0020752394065968,-0.022789960317541,0.0515260552668484,0.0139509467446615,-0.0400280614119758,0.0184057715164114,-0.0120717202303715,0.00331787844024656,0.000721567472046449
"b2230",0.00687154042758236,-0.00238211872240753,0.0194404089971569,0.0103769348190422,-0.0192331079958369,0.00595322016466728,0.0564217825203578,-0.0406420261760798,0.0363613460995988,-0.0128520777565511,-0.0224357995922362,-0.000294713044106366
"b2234",0.0192056187281405,-0.0175095462318873,0.00310355262919059,-0.00551347806043016,-0.00339146806218768,0.00129989981678971,-0.00259345849307525,0.00516071048233455,-0.000741692488428313,0.00588381870533579,0.000944917904431494,-0.000219336912835247
"b2236",0.0186161151904194,-0.0168944769270142,-0.00112480195155005,-0.00657152019486395,-0.00484860558252498,-0.00393536914032448,-0.0101974257890054,-0.00600389793855289,0.00236455396088528,0.0194131761220934,0.0137975960443533,-6.60060907976112e-05
"b2244",-0.0184571626678365,-0.000912550713679258,0.00625535985030234,0.00424535203446271,0.0250067920098539,-0.0123887635768364,0.0214674851232405,0.0111658752755314,0.00712780220110458,-0.0056032396401704,-0.0183169080131784,-0.000383039618413633
"b4543",-0.0196216179896659,0.00484515640420427,-0.0137315019496799,-0.00809209354902805,-0.00613108218882665,-0.0108180507800945,0.00853299931293374,0.00135228640453337,-0.0155932613566362,-0.0112856937497438,-0.00125312211374771,-0.00124991671939336
"b2245",-0.0109486128554555,0.0151314503312422,-0.0117410373769482,0.00862711627857519,0.0391361788263186,-0.00855588855462645,-0.0374325438636318,-0.0262861537208596,-0.0238098158290643,0.0195486651337755,0.00826677730934978,-2.75872990515862e-05
"b2246",-0.0112895348645405,0.0116484735091439,-0.00571209231847807,0.0119433463691449,0.0405945079837795,-0.00815030488739095,-0.0272904841856246,0.00119189547264851,-0.0167141159260504,0.0413473423189114,0.0343046016122872,0.00174790775813172
"b2251",0.0205703912006956,0.00598049598718348,-0.00484590184315546,-0.00392198361435382,-0.00467157263767444,0.00403905975232832,0.00217099161896501,-0.00382858037975999,-0.00208291863721609,0.00973716354391068,0.00509549421434636,0.000118353339154203
"b2252",0.0188991081981605,-0.00900235489900035,-0.0110021480454572,8.22338888821649e-06,0.00260814654971804,0.00440898519350092,-0.00589346010319157,-0.00342453355798188,-0.0354831540363009,0.00449674693399912,0.00287260870818518,-0.000580046931766786
"b2254",0.0203980130849004,0.00352850121564774,0.00474319082464479,-0.00476235969073202,-0.00607889094225328,-0.0149650430901578,-0.00282017678532191,0.00556278043989343,0.00537892000366305,0.00202540975732978,0.00542777738806304,0.000487856802168345
"b2259",0.0192034007018332,0.0102899528719693,-0.0164695316866861,-0.00384186793892578,0.012860797944742,-0.010104696635329,0.00538051209008957,-0.00504234482913486,-0.00163069828964601,-0.00545637981368776,-0.0037625472422676,-0.000690587885923479
"b2261",0.0195209600944183,0.00267932079286343,0.0157716402983775,-0.0143404304315191,0.0106323765043334,-0.000327509890073909,-0.00397018610983527,0.00937382018868799,0.00930875797973122,0.00145470631275474,-0.00770183899528286,0.00207693137341539
"b2262",0.0201172963423935,-0.0049309922632538,0.00714835997891018,-0.0131969403899341,0.000500201858766459,-0.0060134986875532,-0.00656402805405064,0.00191488699569014,-0.00586097968719732,0.00548924614241172,0.0137998574794697,4.98732091994592e-05
"b2265",0.0119105756726803,-0.00934309782826328,-0.00597235872171188,0.0382368727301986,-0.0388809556460912,-0.0284701184644026,-0.00899670469677242,0.00952277870899076,-0.00171907713979389,0.00548080701186021,0.01183086988469,-0.00316759405551821
"b2269",-0.0127348527214615,-0.00610972316405347,-0.0374086998729878,0.00429059974184267,-0.00731691986411293,-0.00784834378593171,-0.0387698800027221,-0.000894328336153795,-0.0149807651767392,-0.0239608989336429,-0.0159960868459817,0.00110082246132355
"b2273",0.0145894818102286,0.0139693239535689,0.0265846480726345,0.0267704537509569,0.000476550851626078,0.0223530353677213,0.0171458809506483,-0.00132239756684139,-0.00631074322103686,-0.012901582176472,-0.0131465097887984,-0.000499986281269865
"b2275",0.00763906151483538,-0.0111487466616518,-0.0184665838865173,-0.00351437324161764,-0.0421701639043675,-0.0233610720467527,-0.0364399722103799,-0.0357279067194423,0.0142503240460083,0.0192366116872573,0.0231842659155657,-0.000978269226559626
"b2277",0.020508353321969,0.00775501022721149,-0.00652883749442619,0.000846475159216401,-0.00141639395763196,-0.00206243688287151,-0.00336189829581616,0.00715983170089863,-0.00304571946591759,0.00420145837091768,-0.00124529138625393,0.0001709025166271
"b2282",0.0202450584270588,0.0105169031542462,-0.00191330385541599,-0.00446249562067313,0.00948662697277641,-1.5551424568825e-06,-0.00255226175855934,0.00209112566723273,0.00105092692353298,-9.43265079179838e-05,0.000509006051223695,0.00219088843974494
"b2284",0.0206417793458972,0.00673129270715287,-0.00132875512451287,-0.00225545012383984,0.00632408997508812,0.00412018806361214,-0.00561999731556258,0.00258930865876399,0.000729509875399635,-0.00139721039332546,0.002593612923861,0.00300606576343803
"b2288",0.0206392154626943,0.000261916065406378,-0.010750094327769,8.73076462010903e-05,0.00299758619780609,0.00623962754840939,-0.000818606383314592,0.00381711232755823,0.00226955581723858,0.00453218326586846,-0.000158555810929178,-0.000288297156305085
"b2289",-0.0196223616938268,-0.0154100793166616,-0.00368167483402778,-0.00539924998085275,-0.000840456549507697,0.00114925022693107,-0.00122586021382688,-0.00249896247960138,0.00198538406365951,0.00656941965664446,0.000858886758916727,-0.000320621504645233
"b2291",0.0152952510832818,-0.0253319742946461,0.0141855864032209,0.00161118655887025,-0.00164906479974125,0.0243585326342888,0.00382799649560433,0.00317077904512809,-0.00084072620864225,-0.000651281550777065,-0.0190758257921519,0.00258133816782718
"b2294",0.0140124259586274,-0.0260430923136248,-0.0043871917494196,-0.0285234743515294,-0.010472861298882,-0.00382247802864389,-0.00205703886503782,0.00667597784336908,-0.0214797818298227,-0.0109593368529705,-0.00265957907779071,-0.00190799970204874
"b2296",0.0178469447562365,-0.0204707153405801,0.00442740440112765,-0.0183654837489375,-0.00549227212659408,0.00275203171682897,-0.00459555289813462,-0.000807059624294872,-0.00472387729624023,-0.000724116619878594,-0.00271242393224291,0.000172459416718604
"b2299",0.0203263945929144,0.000541190104754841,-0.0101859718965899,0.0080660137811884,-0.00558834774384151,0.00802528326880786,-0.00718585532251568,0.0011326079618013,-0.00306200897331742,-0.00336073438888094,-0.0107744250048573,-0.000772477584444215
"b2300",0.0160989228463107,0.00579830669461257,0.0126425814423381,-0.00517190543272613,0.0217579080622538,-0.035536343035681,0.0038583108557541,0.0117968401541096,0.0107047865908551,0.0299413878163497,0.0142062072251985,0.00209516114978401
"b2301",-0.0156157846097977,0.0262196049001235,0.00471145096618729,-0.00690018083228657,0.0137124651327102,-0.0164257908289471,0.00492861380581326,0.00465146422836764,-0.00736270257300692,0.016854050120767,0.0019561344666504,0.00135105286968778
"b2305",0.00310137898616764,0.00296250042812589,0.00203733046430751,0.0366180830557655,0.0420850049218143,-0.0248369712990703,-0.0526276000110036,-0.00635937757894102,-0.00684792744969251,-0.00607372796393472,-0.02317898545149,0.00145554131422017
"b2309",-0.0100434485160776,-0.0308152884728165,0.00812734342730327,0.0167415790805656,-0.00374202861674607,0.0293148815576099,-0.02060381975376,-0.0114390315221953,0.0194089694660677,0.0169612595239575,-0.00806776804756379,-0.00130095652111205
"b2311",0.010205108988781,-0.0284685669217366,0.00880519386665724,0.0308362468657865,-0.00894230051712109,-0.00466166688611213,-0.0150903024354191,0.0109623614741273,-0.0064508045213327,-0.00195831223678829,-0.0396686267898963,-0.000666253956990783
"b2315",-0.0128227195055385,-0.00810140804243171,0.0164548849756995,-0.00175402321701681,-0.0111472307019289,0.0155598958684217,0.0476817257207023,-0.00562666841940579,-0.0101031045227097,0.0371948748347614,-0.0321138012966552,0.00141023926670574
"b2318",-0.00597844500405769,0.0183733948401531,0.00730808717883894,-0.00613058419598185,0.0583586250880476,-0.0117006056544663,-0.00537975573601729,-0.0235493405673037,-0.00686229656720693,0.0129244018241726,0.0383656175561422,0.00107713460247581
"b2321",0.0190622136077859,-0.00791318167447028,-0.00454988019912805,0.0158726227951316,0.00711122039201637,-0.0139862550697551,0.0067699448301469,0.00959458410049206,0.0162439372955556,-0.015203000654149,0.00968601187718475,-0.00172288136764166
"b2322",0.0195384710200489,-0.00968518514119887,-0.00802613385158257,0.00293010545674951,0.0103774944832761,-0.00895890254680055,-0.00816515381128451,0.00382149094553077,-0.0101915982624769,0.0111228315969696,-0.01533163641587,0.0012479072577224
"b2329",0.00318672574428389,-0.0298880825477972,0.0290637663924304,-0.0368393427498673,0.0106905156822297,-0.01423594983716,0.0151440985555226,0.00444685834484512,0.0158468246526187,0.00301422320160784,0.00866621298444144,-0.000238117195059384
"b2330",-0.0106775145285649,-0.0346900835186293,-0.0166175320259337,0.00583231749849255,-0.00806002515197206,-0.0182764021314137,-0.0103185015755226,0.00818454900928066,0.00942580296471899,-0.00019946552300201,-0.0033517766745649,-0.0035318700392829
"b2331",0.0204581363663003,-0.000311279221973871,-0.000353940783765542,-0.00584368441238883,0.000322018050756565,0.00112103503998692,0.00269668270316758,-0.00586179433155382,0.0207287191358416,0.00748513945609613,-0.000137555155412723,0.00139870422366775
"b2336",0.0177658259662769,0.00847172373591171,0.00976778563422043,0.0103410726890165,0.0193562594213004,-0.0186260938483739,0.014687203422107,-0.023361051264924,0.0165970875565748,0.000470284011091986,-0.00366035150128935,0.000759695355415124
"b2339",0.0121937792473529,-0.00744929237862525,-0.00711487344848333,0.0143876805356129,0.0346405276429107,0.0197072613124628,0.0450150526292918,0.0132959383099961,-0.00210993069437515,-0.03314040471328,0.00131192489482842,-0.00189349573031948
"b2342",-0.00314571476777935,-0.0013745069813056,-0.0081969222618497,-0.071691945578596,-0.00965080432697058,0.0144695469693325,-0.00150208682957191,0.00344987869222017,0.00156564804310788,-0.011140423388824,-0.00488332125527193,-0.0013725411052867
"b2345",-0.0029274656190375,0.00938712594977821,-0.0310516206565794,0.021772613938159,0.00684705802685895,0.0110756058932201,0.0286216754429655,-0.0241287896770836,0.0398735735160036,-0.0347682224773074,-0.0508246710222652,0.00164413419165924
"b2346",0.0207971449656414,0.00401717808095468,0.00601805835198344,0.00206805566807014,0.000304015127803299,-0.000210254614531129,0.00485934336271855,0.00159870815506648,-0.000880987925855864,-0.00180459908307038,0.00497761040187598,0.000256359280952381
"b2351",0.00522061664934627,-0.0307152726162261,0.00532057601904275,0.0486352399748618,-0.00528221201642642,-0.00852532939751191,0.00527014952411989,-0.0174311500818225,-0.00336756330688255,-0.00654156911460743,-0.000713165122110333,-0.000594393793530521
"b2352",-0.0158096485863118,-0.0178338921640426,0.00746433414985232,0.0245145230654367,-0.00877571367052675,-0.0234444934143391,0.0222399978490993,0.008057137674078,-0.00791981099880724,-0.00791949657731571,0.00110296656479891,-0.00338581613319468
"b2354",0.00901978352497004,-0.00296298201351584,-0.0386369285360003,-0.00348868629388949,0.0115649362493356,0.0249175662487989,0.0269417869882959,0.00699197748925878,0.0226286439243101,0.0502370947484888,-0.00983133497614154,-0.00065669945523594
"b2364",-0.0195471269868099,-0.000168622655397233,-0.0213479370789354,0.00208911479021714,-0.00669646630053657,-0.00614009832313927,-0.00495122220528029,-0.00318277267774172,-0.00923434745979333,0.00669847659054459,0.0048700982514832,-0.00147239882877326
"b2365",0.00744759227109106,-0.00209993141418145,-0.0226790809376039,-0.00141545783410197,-0.0305221558267071,0.036010690108253,-0.0204738606735212,-0.016579596016699,-0.0553552052836815,-0.0316585367130692,-0.00148134119089251,-0.00416754613500537
"b2369",0.0200192101837135,-0.0119954538232254,-0.000735890360333261,-0.00829790132737303,-0.00546990277686205,-0.000426324651580529,0.00512481637392604,-0.00480386639346837,-0.000160676419632666,0.00381214022999064,-0.00146542102626535,-1.33364605101749e-05
"b2370",0.0185947421871626,-0.00944083320188755,0.00155948326512871,0.0238505583114577,-0.00780462704596342,-0.0163210470010117,1.79140295734871e-05,-0.0141606937583913,0.00907575036513275,0.00453272330179286,-0.00195539601924689,-0.000251145740396262
"b2377",0.0166617040610615,0.0108330653070868,0.00635041133530947,-0.0326302570258774,0.0239580664296725,0.00328830111379933,0.00815292131221933,-0.00284319265565009,0.00952875273289603,-0.010734336929031,0.00491715884324226,0.00193438689412033
"b2378",0.00762172912697805,-0.026820391776829,0.00823650123139242,0.00177952585136815,0.00201580384987456,-0.0219850502094411,0.0521094989942823,0.0248976319635162,-0.0110419819126844,0.00893224170866315,-0.0197773837447255,-0.00261416575892747
"b4680",0.0187630208135495,0.00533934018076222,0.00587984073989633,-0.00380764731309752,0.0217697692975491,-0.00845927475107616,0.00149475760265154,-0.0147684205097096,-0.00470739692830737,0.00170448018254596,0.030494156056943,0.000866954639639723
"b2379",-0.0143313231366947,-0.0264465079739,-0.0118456707232775,-0.0219912997282114,0.00990535259468384,-0.0161298492470992,0.00380546097782979,0.00529508295908861,-0.0132500694292156,-0.00653395181375939,0.00507076381500571,-0.00285473888404307
"b2394",0.0198860163534217,0.0141531645452979,-0.00249014392349861,0.00544269168819547,-0.00256723575103935,0.000811908565415687,-0.000243711612248388,-0.000549312135346595,0.000852914256341468,0.00117848083301872,0.00137436859027844,-0.00151693376825813
"b2395",-0.00520065925355076,-0.0210407158103349,-0.00167547135989564,0.0110599822506947,0.00115607273800298,-0.0377872691082391,0.0536160247243158,0.0277848927176778,-0.00143196670902524,-0.00152534139981427,-0.0339614308182048,-0.00518718404889289
"b2405",-0.0166554728677696,-0.00439369097332652,-0.00329261106481105,-0.0197493060771096,-0.00349007046081142,-0.0222457695520845,0.0142454171945203,-0.0324474229681742,0.0316179759199077,0.000899878704593956,0.0068473853856948,8.70846916983674e-05
"b2408",-0.00106108641328575,0.0267807597591054,-0.019926960041091,-0.00287344159186862,-0.0237262006257681,0.0231562800972548,-0.0427051412263911,-0.0200724400919416,-0.00572325339247895,0.00520365310359559,0.0408944290017404,-0.000448043939890972
"b2412",-0.0031893405402118,0.0271624028193074,-0.0262188252075857,-0.0256175179223965,-0.0393315748472945,0.0100337144224113,0.0130044406237818,0.0236220493087714,-0.000490645182468256,0.00809162950635867,0.00841754944180808,-0.00388951896652436
"b2416",-0.000565285887896494,0.0326760909033471,0.0170237904224581,0.0403227508579085,-0.0237012657467861,-0.00724592751288458,0.00405522301983511,0.0111718244921839,-0.00913318506286705,-0.00543923185798431,0.00718767439116171,-0.0010569798110575
"b2422",0.0205040545969474,-0.000366330624059081,-0.0133305655650845,0.00322535736535125,0.00306341584806222,0.00455822298467406,-4.33671198742236e-05,0.00209810387943633,-0.00335585014334216,-0.00212558505074091,0.00228514019825669,0.0012526718677357
"b2430",-0.00928012087697499,-0.017192954723999,-0.0128804752916931,0.0166231864805697,0.0528520266821301,-0.0144623226425052,-0.0134611045691045,-0.000698875789351829,-0.0192255108929185,-0.0128838001273502,-0.0246954129482589,0.00175806174616897
"b2431",0.0194956604676928,-0.0125868778828977,0.00605680829565814,-0.00526490223041332,0.00792964741856104,0.0117711833597665,-0.00415844997518889,0.00460892999311329,0.00013886480677531,0.0110699101138602,0.00983177275135077,-5.68963765471436e-05
"b2435",0.0206869407483243,-0.00611061756634174,0.00159723943135323,0.00277571675776141,-0.004400727833749,0.00238122229323091,0.0052620957493095,0.00252232595838568,-0.00587367621680533,-0.000805654367351428,0.00474519255986597,-0.000865404089746124
"b2439",0.0182426310836788,0.00934546220268421,3.61361411036819e-05,-0.0217539496324656,-0.00647349209513557,-0.00794756500174629,-0.026198432967893,0.00768654183171494,0.00313557668493521,0.0115486163034746,0.00938700285749827,0.00256593620746881
"b2449",-0.0179557701568987,0.0105414816859674,-0.0070728789646824,-0.0155687327954,-0.00337774315522705,-0.00896563871118755,0.00832997818700621,0.0327325813885117,0.0135002798813877,-0.0136209384348994,0.0015674553493804,-0.000292233783968228
"b2452",-0.0170778164573531,0.00446112842976745,0.00924305162309058,0.00994283389240766,0.00367421289195094,0.0172584173638794,0.0179347494640659,0.0359773147210361,0.0227440441341255,0.0147420518039779,0.0146620644663626,0.000603646226178605
"b2453",-0.0126082904054021,0.0249842003685625,-0.0111018181609671,-0.00716431086539775,-0.017447106051209,0.0205087425017861,-0.0199738139710964,-0.0145067250508173,-0.00311648233148426,0.0376198543995857,0.00840873572472234,0.00112751905522641
"b2456",-0.0124024991320429,-0.0131735203941397,-0.00236976500564041,-0.0194832531034898,-0.0121712462777302,-0.00601954017372778,-0.0320312904123249,0.0525790690375379,0.00256364310307944,-0.00325126846234822,0.0287485915541201,-0.00040594281546926
"b2457",-0.0189452408164191,-0.00433504882745776,-0.0167332386608699,0.00863342038681718,0.0156274758303954,0.00090745429197276,0.0149752408665664,-0.0110586843378803,0.00572225228272607,-0.0157192281594232,0.00185598020295885,-6.30631741020232e-05
"b2458",-0.0170025900571826,0.00475063742202473,-0.0303329041994309,0.00631393891318809,-0.00751783397232581,0.0163679443990977,-0.0122292880241938,-0.0173622376159977,0.000734368461785007,-0.0145351460597195,-0.00626121980885206,-0.000817663423260528
"b2460",-0.0184050183917714,0.00114028726990929,-0.0137409492120304,0.00716600938639148,0.00254072373978886,-0.00480697531909677,-0.0247208265183434,-0.0136673168462784,0.00600634410269305,-0.0147898777039971,-0.0283106076911466,0.00137922854861903
"b2467",0.0206371515656154,-0.00602066112131707,-0.00174159025779835,-0.00358443712337713,-0.00413237695866325,0.00704679571413634,0.000789924340010002,-0.000265160699424606,0.00590411986959805,-0.00720750112327636,0.000682491641121035,-0.000469626320203822
"b2468",0.0197106856967989,-0.00117706602957961,-0.00974116000512509,0.0181119562772253,-0.000164176471141251,-0.00193736099665958,-0.00240233154499367,-0.0011304091119476,0.00692675269903062,-0.0165321440467443,-0.0126712089193114,-0.000646917531863619
"b2470",0.0204474492578043,0.00713868546195281,0.00882135740787932,0.000529499274228648,-0.00365255965696593,0.00242619141560805,0.00278649270671325,0.000683600696679997,-0.00385386860783687,0.000416683302927498,-0.0092822472282519,-0.000441859601275571
"b2471",0.00918999106030014,0.00846167467186588,-0.0430643358992364,-0.0180453502589915,-0.00412586310635634,-0.0354731571542672,-0.00133055902139897,-0.0106805444884989,0.0191862038523856,-0.0242124579089846,-0.0164623317228945,0.000175540938046319
"b2478",0.0169839570959239,-0.0219513478463211,0.00929638421959658,0.00969041030523019,0.0131053365349472,-0.0155772297640055,0.00825395573300911,-0.00270142721291105,-0.00178955477929308,0.00831339990764641,0.00522189560121208,0.0011824415112981
"b2480",-0.0165324230477504,-0.0261781104739627,-0.00680958953905102,-0.00394856967799753,-0.00345744437288719,-0.0116925449791129,0.00715587384392722,0.00646823006337655,0.00148755395853225,0.00520576907710344,-0.00203199860627728,-0.00257216027950375
"b2481",0.0116478832740034,0.00882240745116026,-0.0198257222243868,-0.0328145676501225,-0.0259124816650809,0.0128909026737762,-0.000946040389584236,0.00295389917820752,-0.0434912887720984,0.0232222692408256,0.0201319752499164,-0.000994592352214029
"b2485",0.00959094192300021,0.00133759605069179,0.0149512375098219,0.0338191761980816,0.0195775617390002,-0.0212092310844195,-0.0441292731314084,-0.0216957694485311,0.0353928496040917,0.0118144872808517,-0.0135915931444338,0.00450162821519412
"b2489",0.0107503654632912,0.0202963880816311,-0.00173054145656447,0.0207004561588079,0.0122797838884035,-0.00439195273223957,0.0072732625084147,0.0308696253075296,-0.0313891420030908,0.0317837730424402,-0.0447788243687481,0.00179136321537831
"b2491",0.0132074047049501,0.0169388078011892,-0.00646585359951999,0.0175421017498146,-0.0394450058872345,0.0120158284443847,-0.027557567212239,-0.0123220264019185,-0.0170859757986811,0.00987093245654518,-0.00582814591131983,-0.000579520533276465
"b2507",-0.0181325406207768,-0.0157856183529476,0.0212600116332105,-0.000768203920220506,0.00676794445951127,0.00118110471212444,-0.0129069523827481,0.000183847923816701,-0.00179594742839679,-0.0034513808926003,-0.00280797236169511,0.000313788215596173
"b2516",-0.00266905388254677,-0.0435883581542649,0.00107660421046241,0.00111049067892318,0.00101405799576113,0.0175047143351606,-0.00248867485958766,-0.0049598561873317,-0.00524556093776908,0.00334437156057281,-0.00841009356497503,-0.00115946254180662
"b2521",-0.00543142083986546,0.0180753757257576,-0.038622418130655,-0.0448151450884849,-0.00758304287593147,0.00224663206895824,0.0135460374397158,0.000124515376574113,-0.00198454457071037,-0.0212970722742005,0.00248173040813241,-0.000505109566229075
"b2522",0.0207189498406326,-0.000253748122112732,-0.00576541422305074,-0.00194646763653423,0.00589395095022715,0.00696208051889372,-0.00150528774420954,0.00388850634295576,-0.00932436260507905,-0.000797346483160121,-0.000232766350559626,0.000162443600598254
"b2528",-0.0168971987547525,0.00920498710682591,0.0247260332819856,-0.0219131099055367,0.0150302023103578,0.0096617005173817,0.00603025382594362,-0.00499280895592203,0.00421187659508498,0.017229013045996,0.00812399975392709,0.00238196214431952
"b2530",0.0135145161503635,0.0129006672959149,0.0289814334585736,-0.0231216102268294,-0.0107620245878932,0.0206377742092889,-0.0152904246128924,0.0283478612855804,0.00702671202946476,0.0177779168018944,0.00187064248320299,-0.000692329470551358
"b2531",-0.0203970827172811,0.00741796248960463,0.0101202050133074,-0.00255593095430678,-0.00309099590339372,0.00289439487888005,9.6353738378753e-05,0.00552199112212317,-0.000510185948924417,0.00431502559291004,0.00229243207543345,0.00117558215717201
"b2533",0.0169478206066842,-0.0226267785341764,-0.0176171883760885,0.00160226112285118,-0.000271763938409205,0.000568150220620658,0.00739550106931113,0.00594772564080967,-0.0026157341241376,-0.000881826934767979,0.0143271096983743,-0.000489203271235242
"b2537",-0.0105772502237842,0.0322849666679918,-0.0281135599273673,-0.0149169654528908,0.00447753204074734,-0.000873778693633588,0.00342331224026231,-0.00759083878812253,0.000598070821315285,-0.000564087663005558,0.00482817234625085,0.000812324966864272
"b2538",-0.0164177469906949,0.0170025007208037,-0.00979764913869653,0.00718058365529848,0.030500779939196,-0.0134556868421673,-0.0132978515657251,-0.00103960079229596,0.00307140915682255,0.00350216676907082,-0.0189218235917931,0.000156437277304021
"b2541",0.0184024780657062,0.00282540552068403,0.00640648561645979,0.0103877608766895,0.013299361325551,-0.00436051612289848,-0.0142570798650396,0.00418213267448261,-0.0256945298872535,-0.0182722598073214,-0.0273790231366553,-0.000549641936120128
"b2544",-0.00628399296653718,0.00879311920423266,-0.0131785536800684,0.0108472359289956,0.0409839029092181,0.0243464797161234,0.003309983341749,-0.00590955739576081,0.00605319915280486,0.0474238130865531,0.05955696383846,0.00295092723730938
"b2545",0.0132329286258114,-0.00149508574947051,-0.0159988421458987,0.00324460016416361,0.0148797202908885,-0.0447636215661792,0.0220242957123041,-0.00482400009263248,0.019522591702532,-0.01243596517899,0.0419590728414059,-0.00146782982353574
"b2547",-0.0157100322377257,0.00226401991174789,-0.00992904286265206,0.0222929238032941,0.0128205442351871,0.0307034916114029,-0.0296361861824897,-0.00450872645665352,0.026607407330311,-0.0103113342894661,0.00347010010735997,0.000134175739689792
"b2558",0.0200800360367532,-0.00652259423056428,-0.00876726336526933,0.0135973955666998,-0.00271893986844894,0.00725968050152567,0.00234842943928292,0.00507058896091803,-0.00344665572945702,0.0076126312956969,-0.0010743621717803,-0.00129190097894977
"b2560",0.0188985160225412,-0.00369092166698115,0.020943436479645,-0.0110974956676237,0.00368775969400341,-0.00897492017631992,0.0110549113086149,0.0144793644164044,-0.0026123663039448,0.0117337105197497,-0.00350275148642621,0.000668874213601968
"b2565",0.0193560181784913,0.00413736708298389,0.0212523820599264,0.00793948709655345,0.00624856193222507,-0.00765026656517077,0.00545110972068423,-0.0057214608837151,0.00454032890524661,-0.00605957966221571,-0.0058232524678965,0.00197291869709015
"b2569",0.0120594837594994,-0.0212296967258724,0.00485656687609818,0.0151017362745306,0.0212721148299536,0.000592266362276602,0.0284767134299916,0.0355360869186218,-0.0346880264201309,-0.000607377797296223,-0.00299852855597038,-0.00251173284911896
"b4725",-0.0203364875700577,0.00188735225097982,-0.00976787331574642,0.00107134526917401,-0.00357989671876188,-0.00482462220437643,0.00854853440951935,-0.015347921800468,-0.00438943255947071,-0.000821944211660408,0.0042842703660632,-0.000399458594186722
"b2577",0.0204847251422658,0.00414666542256583,0.00663926601312457,0.00453544377088561,0.00151231404767648,-0.00596294899168022,-0.00781457874503867,-0.00577265718148727,-0.00914489561536878,0.00408623920695694,0.00771191805911862,0.0015804555699079
"b2580",0.0190898188545716,-0.00150933566968618,-0.00335235036116538,0.0182896032990765,-0.00198481714037747,-0.0232133320034776,0.00414015862830993,-0.000176897513424719,0.0106194757846675,0.0120296414230379,-0.0152797965444744,0.000544169298426427
"b2581",-0.0159563136547621,-0.0257927855454516,0.00923714733663936,0.00795335389595129,0.0138932490943128,-0.0043758611356946,0.00232187477021227,0.00980662704651108,0.0130074187158735,0.00161450007448008,0.0109685778220659,0.000431572237733235
"b2586",-0.00538925010865849,-0.0244376194610075,0.000495805858702258,0.0275133149411283,0.0107104667006496,-0.0203676287821507,0.0199280399500542,0.000789661976150942,-0.0418511014260855,-0.0394894476686503,-0.0356065542783417,-0.00314221846826307
