"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"b0001",1215.11039243994,-0.217237017884692,0.134283860662373,-1.61774480427611,0.105717605955008,0.231664780155492
"b0002",12775.7253291888,0.47810101770279,0.202183923287304,2.36468365006156,0.0180454778891596,0.0576595323483753
"b0003",4267.13531990196,0.744998830048077,0.0798435531051048,9.33073242704232,1.0514179800521e-20,7.94680826013923e-19
"b0004",4155.2812945631,0.688298095826376,0.0695119716249824,9.9018640924149,4.08587192492298e-23,3.69238469389235e-21
"b0005",113.394582429781,0.239345048224859,0.144932055926907,1.65142933144871,0.098650939678249,0.220177331476038
"b0006",440.854960007732,0.199136448602213,0.0956559910194443,2.08179797710458,0.0373609266168474,0.103608653733312
"b0007",189.769197637193,-0.205226116206437,0.124270460607418,-1.65144729651213,0.0986472740001248,0.220177331476038
"b0008",14093.6910427081,0.298050891984185,0.0522317408732279,5.70631740396298,1.15446628178589e-08,1.98310592288593e-07
"b0009",331.34002816243,0.419526988507577,0.0950520666789241,4.41365457023354,1.01640089004563e-05,9.32710485633481e-05
"b0010",367.491081664663,-0.191539177955636,0.102904404083698,-1.86133120016755,0.0626974197444901,0.156348634599787
"b0011",44.6810813477301,-0.108427195185355,0.233600808841658,-0.464155906492814,0.642536049631331,0.789309207540616
"b0012",3.30604112170904,0.942796435408015,0.762390231321444,1.23663236578186,0.216223598376729,NA
"b0013",7.38360579712719,0.138164608502343,0.507973875924133,0.271991563052306,0.785628506592896,0.886285940211654
"b0014",18637.2526517132,-0.114427536430811,0.0737717915360348,-1.551101498937,0.120877362046438,0.254552783195057
"b0015",2152.39814105682,-0.162134695523723,0.0822595869666316,-1.97101275975884,0.0487224163481022,0.128596244291467
"b0016",940.669285613431,-0.332540919844602,0.0758376981142859,-4.3849026027065,1.16037685185004e-05,0.000105091210743804
"b0018",78.0011418624686,-0.487270715744089,0.219686266236188,-2.21802993920529,0.0265527911263159,0.0781013905601427
"b4412",0,NA,NA,NA,NA,NA
"b0019",1618.35419452677,-0.437008268016434,0.0798404477126682,-5.47351975766907,4.41183668615614e-08,6.74264893542319e-07
"b0020",637.39637531033,-0.326224699035145,0.0797410293115664,-4.0910520199145,4.2942078723575e-05,0.00034253167844359
"b0021",34.1121504748018,-0.347455290495765,0.441434557149157,-0.787104871761007,0.431220477743381,0.605760531220384
