"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"b0001",1215.11039243994,0.0135147895237483,0.130402366459649,0.10363914314339,0.917455723173257,0.962818869625869
"b0002",12775.7253291888,-0.20461406335104,0.202552031770981,-1.01018025621382,0.312408936756116,0.559390780091064
"b0003",4267.13531990196,-0.00466800408269314,0.0820681776258891,-0.0568795874080745,0.954641114872034,0.978572682445126
"b0004",4155.2812945631,0.208433137162402,0.0715170037843885,2.91445566974243,0.00356309408990293,0.0244824534600303
"b0005",113.394582429781,-0.198908120825049,0.199858597560994,-0.995244253949821,0.319617483158079,0.567208491238282
"b0006",440.854960007732,0.238581309080211,0.0922599245554422,2.58596904593,0.00971056507311418,0.0550492626281213
"b0007",189.769197637193,-0.0848330973361749,0.122154799188824,-0.694472078866438,0.487386204950919,0.708983249266452
"b0008",14093.6910427081,-0.0214835130959593,0.0526647328949346,-0.407929783652726,0.683325225928523,0.848986866896574
"b0009",331.34002816243,0.156870937603574,0.104168767429017,1.50593063041156,0.132084982445041,0.339408246029664
"b0010",367.491081664663,0.0786617789710635,0.0967834524946191,0.812760621196448,0.416355317035056,0.655722713034539
"b0011",44.6810813477301,-0.189362202364406,0.235818642644074,-0.802999288950257,0.421975145545247,0.660058725095176
"b0012",3.30604112170904,-0.591751396360004,1.06622223878931,-0.554998174706928,0.578895908937777,NA
"b0013",7.38360579712719,0.497848741002838,0.643932464683972,0.773138129084968,0.439440637703337,NA
"b0014",18637.2526517132,0.0730210467648786,0.0740012666054683,0.986754012660139,0.323763244184479,0.570757484001954
"b0015",2152.39814105682,0.0199696187010047,0.0832159886139042,0.239973339662615,0.810350924649998,0.916318465725824
"b0016",940.669285613431,0.0591812424192255,0.0860427507473084,0.687812069061226,0.491571134859804,0.712212897215592
"b0018",78.0011418624686,-0.0206017992516106,0.216925168499947,-0.0949719177081829,0.924337132497273,0.965283761687635
"b4412",0,NA,NA,NA,NA,NA
"b0019",1618.35419452677,-0.365689929971771,0.0744452393355164,-4.91220033995253,9.00599612192345e-07,2.09604521207059e-05
"b0020",637.39637531033,-0.104557948463558,0.075939234213823,-1.37686335062523,0.168554500045842,0.394048716038072
"b0021",34.1121504748018,0.0917676784955577,0.312044636348646,0.294085101315525,0.76869287519713,0.895559702593582
"b0022",94.725315382564,0.0961868868404907,0.146454752853536,0.656768626257445,0.511329700297939,0.728704650892616
"b0023",3929.99200313472,0.245018869924855,0.0702682327498111,3.4869080996706,0.000488639236579566,0.00500136630381438
"b0024",97.7737457113559,-0.00920503490240566,0.182862331603155,-0.0503386062165185,0.959852559440068,0.980754341405822
"b0025",3115.15520991064,-0.0174994125926076,0.05660136977457,-0.309169418731449,0.757192655380971,0.891110950092459
"b0026",10219.0806469063,-0.170540015509581,0.0505624420616705,-3.37285954862652,0.000743918890917379,0.00702301973301552
"b0027",884.846589288612,-0.202359665447067,0.0794635340223159,-2.54657268817466,0.0108786552726289,0.0595961114935323
"b0028",1037.20309639403,0.0182549196535122,0.0721000420741045,0.253188751745106,0.800122358208774,0.910429991760624
"b0029",1185.83274073761,-0.083081507034719,0.064975478661695,-1.27865940730188,0.201017020080755,0.435139923800402
"b0030",708.743190741695,0.390399602589373,0.118563978272324,3.29273366395215,0.000992184141839658,0.00869410276806262
"b0031",792.25113531907,0.123592538518007,0.10551380228259,1.1713400128165,0.241462134058122,0.484249526810306
"b0032",4849.67311710351,0.226606605424515,0.409883066494543,0.552856714385715,0.580361529430612,0.783223256689365
"b0033",6294.62564102411,-0.184500150022224,0.132939636712038,-1.38784906131398,0.165183011715822,0.389174438035634
"b0034",189.829418224308,-0.0927066813254338,0.142942098056973,-0.648561078825663,0.516622119623459,0.733258313700441
"b0035",14.8096981648281,0.552843007723823,0.43409543535509,1.27355176465193,0.202822316092958,NA
"b0036",11.984187190071,-0.316861580544211,0.496831073196632,-0.637765223711775,0.523626520548381,NA
"b0037",93.6596833817187,0.150005063806146,0.194413867606614,0.771575945959128,0.440365625432085,0.674673373303496
"b0038",108.831276394789,0.197049072825189,0.179372030351965,1.09854960351699,0.271964570115097,0.517043985015903
"b0039",187.698817966626,0.400708709621455,0.153527569147944,2.61001142560474,0.00905391986435068,0.0524295137628168
"b0040",23.7656372719004,0.741048668130828,0.363321591968261,2.03964940293327,0.0413852577513059,NA
"b0041",11.5500537337842,-0.0469016323738366,0.48764592410503,-0.0961796870545254,0.923377863395721,NA
"b0042",14.6264525954848,0.111901231195621,0.412004810252096,0.271601759035657,0.785928246769204,NA
"b0043",20.9228290054908,-0.104421614302714,0.362851852331821,-0.287780298299877,0.773514919366722,NA
"b0044",4.657295685865,-0.00555826463877391,0.713684027204165,-0.00778813091915232,0.993786033400167,NA
"b0045",17.9680947914777,0.411226678020114,0.398538004303454,1.03183805202928,0.302147990080805,NA
"b0046",167.002875512977,-0.159073700509005,0.123739891809599,-1.28554905118048,0.198600487510946,0.433174521236206
"b0047",339.961710874952,-0.22866158559882,0.0925946824359901,-2.46948938732946,0.0135306031975443,0.0696349634983479
"b0048",735.923468348672,0.129408568834799,0.082077272955301,1.5766675009448,0.11487205205498,0.309088717385049
"b0049",1038.6131902522,-0.221531262452934,0.0686687786559438,-3.22608420870406,0.00125496427786815,0.0105175217232344
"b0050",1218.78662316661,-0.0204087343088136,0.0607241428754856,-0.33608929401707,0.736803531474638,0.881345971329401
"b0051",2133.97329905887,-0.11654504646348,0.065205429933733,-1.78735185983624,0.0738806370668983,0.229543192391698
"b0052",1345.83439964254,0.0188135178391045,0.0782674544279544,0.240374725057942,0.810039770356576,0.916318465725824
"b0053",4198.02889060735,-0.13815833749529,0.059264143617485,-2.3312297970088,0.0197412457442817,0.0915716046464586
"b0054",10526.5731077956,-0.00537773836936067,0.039928383406521,-0.134684600541138,0.892861249229362,0.95188501771207
